,Accession,Description,Score,Coverage,# Proteins,# Unique Peptides,# Peptides,# PSMs,# AAs,MW [kDa],calc. pI
90,P02790,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2 - [HEMO_HUMAN],18.7322226762772,20.35,2,6,6,7,462,51.64327527466,7.02001953125
91,P02775,Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3 - [CXCL7_HUMAN],18.5676493644714,30.47,1,4,4,6,128,13.88541756466,8.79248046875
92,B0YJC4,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1 - [B0YJC4_HUMAN],18.3758554458618,15.31,4,6,6,6,431,49.62311368466,5.24951171875
93,P20742,Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4 - [PZP_HUMAN],18.1401948928833,6.95,2,5,8,8,1482,163.75958980466,6.37939453125
94,F5H7S3,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2 - [F5H7S3_HUMAN],18.0263829231262,17.14,12,3,5,6,245,28.50759906466,4.77978515625
95,A0A2R8YGX3,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1 - [A0A2R8YGX3_HUMAN],17.8283504247665,19.67,13,2,5,6,183,20.97271365466,4.83056640625
96,P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2 - [PPIA_HUMAN],17.7515485286713,26.06,4,4,4,7,165,18.00088618466,7.81103515625
97,P54725,UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1 - [RD23A_HUMAN],17.7264175415039,16.53,3,3,3,4,363,39.58465012466,4.57666015625
98,P00747,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2 - [PLMN_HUMAN],17.5092904567719,8.77,4,5,5,6,810,90.5101610046602,7.23974609375
99,P00491,Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2 - [PNPH_HUMAN],17.4816725254059,26.99,4,5,5,5,289,32.09715760466,6.94677734375
100,A7XZE4,Beta tropomyosin isoform OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1 - [A7XZE4_HUMAN],17.1246675252914,15.85,15,2,5,6,284,33.00558504466,4.69091796875
101,P02649,Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1 - [APOE_HUMAN],17.0583674907684,19.87,4,5,5,6,317,36.13175688466,5.73193359375
102,F8W1R7,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1 - [F8W1R7_HUMAN],16.2291660308838,40.69,14,5,5,6,145,16.27979590466,4.65283203125
103,P02774,Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2 - [VTDB_HUMAN],15.7552964687347,16.88,4,5,5,5,474,52.88294252466,5.45263671875
104,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],15.7301740646362,12.23,2,3,3,4,417,44.58612916466,8.10400390625
105,P19827,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3 - [ITIH1_HUMAN],15.4847311973572,8.12,3,6,6,6,911,101.32561954466,6.78564453125
106,P04264,"Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6 - [K2C1_HUMAN]",15.4244673252106,10.71,4,6,6,6,644,65.9990039546601,8.11865234375
107,P04083,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2 - [ANXA1_HUMAN],15.2738524675369,20.81,3,6,6,7,346,38.68998096466,7.02001953125
108,G3V1A4,"Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1 - [G3V1A4_HUMAN]",15.1024832725525,56.38,8,6,6,6,149,16.80081896466,8.35302734375
109,P30043,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3 - [BLVRB_HUMAN],14.8775584697723,35.44,5,4,4,5,206,22.10542746466,7.64990234375
110,P11215,Integrin alpha-M OS=Homo sapiens OX=9606 GN=ITGAM PE=1 SV=2 - [ITAM_HUMAN],14.8598139286041,8.94,1,7,7,7,1152,127.09852663466,7.22509765625
111,V9GYG9,Apolipoprotein A-II (Fragment) OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1 - [V9GYG9_HUMAN],14.8570737838745,31.58,6,3,3,4,95,10.64264312466,6.62451171875
112,P04003,C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2 - [C4BPA_HUMAN],14.8531550168991,8.88,1,4,4,5,597,66.98939987466,7.29833984375
113,H7BZ94,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=2 - [H7BZ94_HUMAN],14.5279474258423,11.64,8,5,5,6,464,52.46927845466,4.86865234375
114,P07737,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2 - [PROF1_HUMAN],14.4507496356964,35.71,3,4,4,5,140,15.04455675466,8.26513671875
115,P02656,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1 - [APOC3_HUMAN],14.3522970676422,34.34,2,3,3,6,99,10.84549951466,5.41455078125
116,P02763,Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1 - [A1AG1_HUMAN],14.1381661891937,21.89,1,2,4,7,201,23.49676024466,5.02099609375
117,P14780,Matrix metalloproteinase-9 OS=Homo sapiens OX=9606 GN=MMP9 PE=1 SV=3 - [MMP9_HUMAN],13.6886968612671,8.77,1,5,5,5,707,78.4083600946602,6.06201171875
118,P01042,Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2 - [KNG1_HUMAN],13.6872689723969,9.16,1,4,4,4,644,71.91215384466,6.81494140625
119,G5E9F8,Vitamin K-dependent protein S OS=Homo sapiens OX=9606 GN=PROS1 PE=1 SV=2 - [G5E9F8_HUMAN],13.6689438819885,5.75,4,3,3,4,661,73.42614898466,5.51611328125
120,P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5 - [HS90A_HUMAN],13.4428884983063,9.56,5,4,6,6,732,84.60668521466,5.02099609375
121,Q5T123,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1 - [Q5T123_HUMAN],13.4067041873932,32.95,2,3,3,4,88,9.37476046466,9.36376953125
122,P06733,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 - [ENOA_HUMAN],13.3516700267792,15.67,7,5,5,5,434,47.13932161466,7.38623046875
123,P10599,Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3 - [THIO_HUMAN],13.3475232124329,26.67,1,2,2,4,105,11.72974219466,4.91943359375
124,Q08495,Dematin OS=Homo sapiens OX=9606 GN=DMTN PE=1 SV=3 - [DEMA_HUMAN],13.1988849639893,15.56,7,5,5,5,405,45.48622651466,8.88037109375
125,X6RJP6,Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1 - [X6RJP6_HUMAN],13.1114039421082,22.99,2,4,4,5,187,21.07253706466,7.81103515625
126,P52907,F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3 - [CAZA1_HUMAN],12.9507079124451,22.73,5,4,4,4,286,32.90232930466,5.69384765625
127,P19652,Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2 - [A1AG2_HUMAN],12.7388126850128,21.89,1,2,4,4,201,23.58763263466,5.10986328125
128,P52209,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3 - [6PGD_HUMAN]",12.5350198745728,8.49,4,3,3,4,483,53.10595580466,7.22509765625
129,P00167,Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2 - [CYB5_HUMAN],12.3804556131363,26.87,2,3,3,4,134,15.32050733466,4.95751953125
130,Q08043,Alpha-actinin-3 OS=Homo sapiens OX=9606 GN=ACTN3 PE=1 SV=2 - [ACTN3_HUMAN],12.2415487766266,7.21,3,1,5,5,901,103.17606132466,5.51611328125
131,A6NJA2,Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=2 - [A6NJA2_HUMAN],12.0838401317596,11.83,4,4,4,4,448,51.05370494466,5.92236328125
132,O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1 - [DNPH1_HUMAN],11.9863125085831,29.89,2,3,3,4,174,19.09658794466,5.04638671875
133,A0A0A0MSI0,Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1 - [A0A0A0MSI0_HUMAN],11.931946516037,23.98,3,3,4,5,171,18.96367310466,6.91748046875
