,Accession,Description,Score,Coverage,# Proteins,# Unique Peptides,# Peptides,# PSMs,# AAs,MW [kDa],calc. pI
68,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2 - [BIP_HUMAN],44.1339344978333,25.54,3,11,13,14,654,72.2884398746601,5.16064453125
69,P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4 - [MYL9_HUMAN],43.1293663978577,44.19,2,2,6,12,172,19.81444885466,4.91943359375
70,P04004,Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1 - [VTNC_HUMAN],42.6724934577942,20.5,2,8,8,14,478,54.2711700446601,5.79541015625
71,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1 - [1433Z_HUMAN],42.4378001689911,42.86,12,8,10,14,245,27.72772965466,4.79248046875
72,P02656,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1 - [APOC3_HUMAN],40.3677904605865,30.3,2,3,3,12,99,10.84549951466,5.41455078125
73,A0A0G2JMB2,Immunoglobulin heavy constant alpha 2 (Fragment) OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=1 - [A0A0G2JMB2_HUMAN],39.1502622365952,30.0,3,1,7,9,340,36.48505101466,6.10009765625
74,Q13228,Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2 - [SBP1_HUMAN],38.8178905248642,34.11,6,13,13,14,472,52.35762741466,6.36669921875
75,P02766,Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1 - [TTHY_HUMAN],38.8147671222687,63.95,3,6,6,9,147,15.87704777466,5.75732421875
76,P02765,Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2 - [FETUA_HUMAN],38.7741942405701,26.16,2,6,6,9,367,39.31568933466,5.71923828125
77,A0A087WWU8,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1 - [A0A087WWU8_HUMAN],38.5667400360107,21.59,6,4,6,12,227,26.40440233466,4.77978515625
78,P04264,"Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6 - [K2C1_HUMAN]",38.0522691011429,27.02,7,11,12,13,644,65.9990039546601,8.11865234375
79,P07951,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1 - [TPM2_HUMAN],37.8505592346191,22.54,12,2,8,12,284,32.83056862466,4.70361328125
80,E7EQB2,Lactotransferrin (Fragment) OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=1 - [E7EQB2_HUMAN],37.8490307331085,24.71,4,12,12,13,696,76.5768903246601,8.01611328125
81,P30041,Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3 - [PRDX6_HUMAN],37.5203623771667,62.95,1,12,12,12,224,25.01919155466,6.37939453125
82,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],37.4063795804977,31.65,2,9,9,10,417,44.58612916466,8.10400390625
83,E9PKE3,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1 - [E9PKE3_HUMAN],36.6178478002548,22.17,14,7,10,11,627,68.76318831466,5.51611328125
84,P06733,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 - [ENOA_HUMAN],36.3902744054794,39.17,10,11,11,12,434,47.13932161466,7.38623046875
85,P02790,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2 - [HEMO_HUMAN],35.6389592885971,29.65,2,10,10,12,462,51.64327527466,7.02001953125
86,P37802,Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3 - [TAGL2_HUMAN],35.0614439249039,50.25,4,8,8,13,199,22.37717408466,8.25048828125
87,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2 - [ALDOA_HUMAN],34.6311883926392,28.02,9,9,9,10,364,39.39530770466,8.08935546875
88,P30043,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3 - [BLVRB_HUMAN],34.2159235477448,50.0,5,6,6,9,206,22.10542746466,7.64990234375
89,P01019,Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1 - [ANGT_HUMAN],33.7813017368317,24.95,1,8,8,9,485,53.1205172246601,6.31591796875
90,P00491,Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2 - [PNPH_HUMAN],33.1192352771759,34.95,4,6,6,8,289,32.09715760466,6.94677734375
91,B4E1Z4,"cDNA FLJ55673, highly similar to Complement factor B OS=Homo sapiens OX=9606 PE=1 SV=1 - [B4E1Z4_HUMAN]",32.8869171142578,10.19,14,11,11,13,1266,140.852801724661,7.18115234375
92,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4 - [TERA_HUMAN],31.2380105257034,21.96,3,12,12,12,806,89.2657238746601,5.26220703125
93,P68366,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1 - [TBA4A_HUMAN],30.6474125385284,25.45,17,1,7,9,448,49.89237157466,5.05908203125
94,P04083,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2 - [ANXA1_HUMAN],29.3370578289032,31.79,3,8,8,9,346,38.68998096466,7.02001953125
95,P01011,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2 - [AACT_HUMAN],28.8608992099762,23.4,4,7,7,9,423,47.62053863466,5.51611328125
96,P04275,von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4 - [VWF_HUMAN],28.7384300231934,4.3,1,9,9,10,2813,309.057930864663,5.47802734375
97,P00918,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2 - [CAH2_HUMAN],28.2385630607605,34.23,3,6,6,10,260,29.22792344466,7.40087890625
98,F8VPF3,Myosin light polypeptide 6 (Fragment) OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1 - [F8VPF3_HUMAN],28.1203079223633,49.23,14,6,6,11,130,14.42683739466,4.51318359375
99,P00488,Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=4 - [F13A_HUMAN],27.9331760406494,16.53,4,9,9,10,732,83.2146082746602,6.08740234375
100,P22314,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3 - [UBA1_HUMAN],27.9183804988861,12.1,7,8,8,9,1058,117.77433464466,5.75732421875
101,F5H7S3,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2 - [F5H7S3_HUMAN],27.8396427631378,18.78,11,4,6,8,245,28.50759906466,4.77978515625
102,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],27.3482517004013,36.23,12,8,9,10,334,36.61514474466,6.04931640625
103,P35858,Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1 - [ALS_HUMAN],27.0386047363281,16.53,1,7,7,9,605,65.99379937466,6.78564453125
104,P05155,Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2 - [IC1_HUMAN],26.451359629631,16.2,3,7,7,9,500,55.11939638466,6.55126953125
105,P12429,Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3 - [ANXA3_HUMAN],26.3490190505981,25.7,5,7,7,9,323,36.35266032466,5.92236328125
106,P30101,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4 - [PDIA3_HUMAN],26.2525215148926,22.77,2,8,8,8,505,56.7467500846601,6.35400390625
107,P27169,Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3 - [PON1_HUMAN],26.2368304729462,25.07,5,7,7,9,355,39.70622976466,5.22412109375
108,P02763,Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1 - [A1AG1_HUMAN],25.911271572113,26.37,1,3,5,9,201,23.49676024466,5.02099609375
109,A6NIZ1,Ras-related protein Rap-1b-like protein OS=Homo sapiens OX=9606 PE=2 SV=1 - [RP1BL_HUMAN],25.7468943595886,35.33,21,6,6,9,184,20.91162098466,5.47802734375
110,V9GYG9,Apolipoprotein A-II (Fragment) OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1 - [V9GYG9_HUMAN],25.3413369655609,43.16,6,4,4,9,95,10.64264312466,6.62451171875
111,Q9BQE3,Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1 - [TBA1C_HUMAN],25.3305702209473,24.28,19,1,7,8,449,49.8634645346601,5.09716796875
112,Q14315,Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3 - [FLNC_HUMAN],24.9978294372559,2.97,1,1,6,9,2725,290.840601884661,5.97314453125
113,P01031,Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4 - [CO5_HUMAN],24.0850746631622,7.46,1,11,11,11,1676,188.18614185466,6.52197265625
114,P26038,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3 - [MOES_HUMAN],23.9828609228134,18.37,10,10,10,11,577,67.77779292466,6.40478515625
115,P62258,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1 - [1433E_HUMAN],23.8670732975006,41.57,7,7,9,10,255,29.15541736466,4.74169921875
116,P08567,Pleckstrin OS=Homo sapiens OX=9606 GN=PLEK PE=1 SV=3 - [PLEK_HUMAN],23.3571670055389,32.0,1,6,6,6,350,40.09936658466,8.27978515625
117,Q5T985,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=1 - [Q5T985_HUMAN],23.3282109498978,8.98,3,6,6,8,935,105.15008172466,7.03466796875
118,P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1 - [ENPL_HUMAN],23.298273563385,10.46,4,5,6,7,803,92.4113484246601,4.84326171875
119,P01042,Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2 - [KNG1_HUMAN],21.5074473619461,17.08,1,8,8,8,644,71.91215384466,6.81494140625
120,P04003,C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2 - [C4BPA_HUMAN],21.4165711402893,15.75,3,7,7,8,597,66.98939987466,7.29833984375
121,P52209,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3 - [6PGD_HUMAN]",21.2134606838226,18.01,5,7,7,8,483,53.10595580466,7.22509765625
122,P60174,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3 - [TPIS_HUMAN],21.2072718143463,37.06,4,7,7,8,286,30.77169764466,5.92236328125
123,G3V1A4,"Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1 - [G3V1A4_HUMAN]",20.6952754259109,44.97,8,6,6,6,149,16.80081896466,8.35302734375
124,P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5 - [HS90A_HUMAN],20.5767197608948,9.84,8,4,6,7,732,84.60668521466,5.02099609375
125,P50395,Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2 - [GDIB_HUMAN],20.5447199344635,20.0,6,5,6,6,445,50.63087980466,6.46826171875
126,P00739,Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2 - [HPTR_HUMAN],19.9899995326996,28.45,3,2,9,9,348,39.00468126466,7.09326171875
127,A0A0G2JPA8,Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=1 - [A0A0G2JPA8_HUMAN],19.7149368524551,21.78,6,6,6,6,427,47.9066233846601,5.94775390625
128,P07737,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2 - [PROF1_HUMAN],19.6376482248306,45.71,3,5,5,9,140,15.04455675466,8.26513671875
129,P19652,Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2 - [A1AG2_HUMAN],19.4436593055725,32.34,1,4,6,7,201,23.58763263466,5.10986328125
130,P15531,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1 - [NDKA_HUMAN],19.316353559494,33.55,9,4,4,7,152,17.13767207466,6.18896484375
131,P07738,Bisphosphoglycerate mutase OS=Homo sapiens OX=9606 GN=BPGM PE=1 SV=2 - [PMGE_HUMAN],19.2561385631561,28.19,1,5,5,5,259,29.98651171466,6.53662109375
132,O95810,Caveolae-associated protein 2 OS=Homo sapiens OX=9606 GN=CAVIN2 PE=1 SV=3 - [CAVN2_HUMAN],19.1250734329224,16.71,1,6,6,7,425,47.14459056466,5.21142578125
133,Q16610,Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2 - [ECM1_HUMAN],17.7781063318253,13.7,1,6,6,6,540,60.63527778466,6.71240234375
