,Accession,Description,Score,Coverage,# Proteins,# Unique Peptides,# Peptides,# PSMs,# AAs,MW [kDa],calc. pI
16,P01857,Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1 - [IGHG1_HUMAN],211.18346786499,57.58,3,7,16,66,330,36.08316847466,8.19189453125
17,A0A024R6I7,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=1 - [A0A024R6I7_HUMAN],201.141263127327,54.55,7,2,25,59,418,46.67899030466,5.59228515625
18,P02751,Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=4 - [FINC_HUMAN],198.392057657242,28.75,3,42,42,56,2386,262.46011262466,5.70654296875
19,P01009,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3 - [A1AT_HUMAN],195.728227734566,54.55,6,1,24,55,418,46.70702160466,5.59228515625
20,P01834,Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2 - [IGKC_HUMAN],187.313925504684,88.79,1,8,8,47,107,11.75776875466,6.52197265625
21,P12814,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2 - [ACTN1_HUMAN],180.870116710663,50.0,22,21,35,53,892,102.99263728466,5.41455078125
22,P02679,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3 - [FIBG_HUMAN],180.47659611702,44.81,3,9,19,51,453,51.4788689246601,5.61767578125
23,P60709,"Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1 - [ACTB_HUMAN]",177.786784648895,59.2,22,8,17,49,375,41.70973209466,5.47802734375
24,P00450,Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1 - [CERU_HUMAN],162.739898443222,33.62,5,24,24,41,1065,122.12759346466,5.71923828125
25,P35579,Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4 - [MYH9_HUMAN],159.201294898987,26.07,11,38,38,47,1960,226.39160226466,5.60498046875
26,P18206,Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4 - [VINC_HUMAN],147.283524870872,39.95,2,35,35,45,1134,123.72181897466,5.65576171875
27,P02549,"Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTA1 PE=1 SV=5 - [SPTA1_HUMAN]",144.466137886047,23.03,1,40,40,44,2419,279.841908974661,5.04638671875
28,P11277,"Spectrin beta chain, erythrocytic OS=Homo sapiens OX=9606 GN=SPTB PE=1 SV=5 - [SPTB1_HUMAN]",124.724927544594,23.58,7,33,33,34,2137,246.31574488466,5.27490234375
29,P08514,Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3 - [ITA2B_HUMAN],124.36955332756,31.38,3,27,27,34,1039,113.30551996466,5.37646484375
30,P01859,Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2 - [IGHG2_HUMAN],122.510513186455,37.73,2,3,10,45,326,35.87775764466,7.59130859375
31,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4 - [ITIH4_HUMAN],120.684722900391,39.57,3,27,27,34,930,103.29298970466,6.97607421875
32,P00734,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2 - [THRB_HUMAN],117.771474599838,46.3,3,20,20,30,622,69.9921271946601,5.89697265625
33,P01860,Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2 - [IGHG3_HUMAN],115.356759309769,37.93,2,3,13,44,377,41.26036278466,7.89892578125
34,P00915,Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2 - [CAH1_HUMAN],112.194357395172,65.13,13,15,15,34,261,28.85238934466,7.12255859375
35,P01876,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2 - [IGHA1_HUMAN],111.539702296257,45.89,2,6,12,28,353,37.63064002466,6.50732421875
36,P20742,Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4 - [PZP_HUMAN],107.947149395943,25.1,3,19,27,37,1482,163.75958980466,6.37939453125
37,P00738,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1 - [HPT_HUMAN],105.208330750465,48.77,12,9,21,37,406,45.17656637466,6.58056640625
38,P01861,Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1 - [IGHG4_HUMAN],99.278807759285,47.4,2,6,11,34,327,35.91786734466,7.35693359375
39,P08603,Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4 - [CFAH_HUMAN],99.193263053894,28.59,6,24,25,30,1231,139.00470380466,6.60986328125
40,P01871,Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4 - [IGHM_HUMAN],96.795049071312,39.74,2,15,15,34,453,49.4085823846601,6.77099609375
41,P06727,Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=3 - [APOA4_HUMAN],88.3647663593292,47.98,1,21,21,26,396,45.37146874466,5.37646484375
42,P10909,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1 - [CLUS_HUMAN],87.9742276668549,30.29,10,13,13,26,449,52.46100815466,6.26513671875
43,P02730,Band 3 anion transport protein OS=Homo sapiens OX=9606 GN=SLC4A1 PE=1 SV=3 - [B3AT_HUMAN],87.6249549388885,26.23,2,17,17,27,911,101.72741707466,5.18603515625
44,C9JPQ9,Fibrinogen gamma chain (Fragment) OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=1 - [C9JPQ9_HUMAN],87.0389306545258,70.59,2,1,11,28,119,13.53781644466,7.19580078125
45,P68032,"Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1 - [ACTC_HUMAN]",85.8118934631348,36.07,13,4,12,30,377,41.99188264466,5.38916015625
46,O43707,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2 - [ACTN4_HUMAN],85.1540647745132,25.03,5,5,19,25,911,104.78847845466,5.43994140625
47,P04040,Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3 - [CATA_HUMAN],83.8332183361053,49.34,1,19,19,25,527,59.7187578746601,7.38623046875
48,P02790,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2 - [HEMO_HUMAN],80.7759535312653,43.07,2,15,15,27,462,51.64327527466,7.02001953125
49,P19827,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3 - [ITIH1_HUMAN],78.2084465026855,26.02,4,16,16,23,911,101.32561954466,6.78564453125
50,P02774,Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2 - [VTDB_HUMAN],76.4948006868362,40.51,4,16,16,23,474,52.88294252466,5.45263671875
51,P00747,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2 - [PLMN_HUMAN],72.4822133779526,45.56,4,22,22,25,810,90.5101610046602,7.23974609375
52,A0A0G2JMB2,Immunoglobulin heavy constant alpha 2 (Fragment) OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=1 - [A0A0G2JMB2_HUMAN],70.1479812860489,46.18,3,3,9,17,340,36.48505101466,6.10009765625
53,P01011,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2 - [AACT_HUMAN],67.1112079620361,39.24,4,13,13,19,423,47.62053863466,5.51611328125
54,P04196,Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1 - [HRG_HUMAN],66.7358121871948,24.95,1,11,11,21,525,59.5408700146601,7.50341796875
55,P01019,Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1 - [ANGT_HUMAN],60.1065127849579,23.51,1,9,9,18,485,53.1205172246601,6.31591796875
56,Q5T985,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=1 - [Q5T985_HUMAN],60.0089955329895,23.85,3,13,13,19,935,105.15008172466,7.03466796875
57,P07996,Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2 - [TSP1_HUMAN],59.3903813362122,23.93,7,21,21,23,1170,129.29956108466,4.94482421875
58,P16157,Ankyrin-1 OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=3 - [ANK1_HUMAN],57.5384516716003,13.18,4,18,18,18,1881,206.13693402466,6.01123046875
59,P01008,Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1 - [ANT3_HUMAN],57.2657232284546,45.04,2,18,18,22,464,52.5688667846601,6.71240234375
60,P0DOY3,Immunoglobulin lambda constant 3 OS=Homo sapiens OX=9606 GN=IGLC3 PE=1 SV=1 - [IGLC3_HUMAN],57.0142085552216,75.47,1,1,6,19,106,11.25854359466,7.23974609375
61,B4E1Z4,"cDNA FLJ55673, highly similar to Complement factor B OS=Homo sapiens OX=9606 PE=1 SV=1 - [B4E1Z4_HUMAN]",55.4234120845795,15.01,20,17,17,19,1266,140.852801724661,7.18115234375
62,P32119,Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5 - [PRDX2_HUMAN],55.3058568239212,38.38,2,7,8,17,198,21.87823885466,5.97314453125
63,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1 - [1433Z_HUMAN],55.0614324808121,48.98,14,9,12,16,245,27.72772965466,4.79248046875
64,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3 - [G3P_HUMAN],54.855681180954,40.3,2,9,9,16,335,36.03039959466,8.45556640625
65,A0A0A0MS51,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1 - [A0A0A0MS51_HUMAN],53.2795705795288,27.01,5,12,12,14,748,82.4743286946601,5.63037109375
66,P06733,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 - [ENOA_HUMAN],51.2786145210266,37.56,17,8,10,14,434,47.13932161466,7.38623046875
67,P02766,Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1 - [TTHY_HUMAN],49.8905215263367,63.95,3,5,5,11,147,15.87704777466,5.75732421875
68,P05106,Integrin beta-3 OS=Homo sapiens OX=9606 GN=ITGB3 PE=1 SV=2 - [ITB3_HUMAN],49.7914485931396,19.16,3,12,12,15,788,87.00041653466,5.23681640625
69,Q562R1,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2 - [ACTBL_HUMAN],49.582094669342,15.43,1,1,5,17,376,41.97596926466,5.59228515625
70,P0CG04,Immunoglobulin lambda constant 1 OS=Homo sapiens OX=9606 GN=IGLC1 PE=1 SV=1 - [IGLC1_HUMAN],48.5510663986206,75.47,3,2,6,15,106,11.34060793466,7.86962890625
71,P02656,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1 - [APOC3_HUMAN],48.3995397090912,37.37,2,4,4,15,99,10.84549951466,5.41455078125
72,P04004,Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1 - [VTNC_HUMAN],47.5999507904053,27.82,2,9,9,17,478,54.2711700446601,5.79541015625
73,P02649,Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1 - [APOE_HUMAN],44.2930679321289,44.48,4,12,12,15,317,36.13175688466,5.73193359375
74,P02765,Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2 - [FETUA_HUMAN],43.428718328476,20.44,2,5,5,9,367,39.31568933466,5.71923828125
75,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2 - [BIP_HUMAN],43.3677313327789,25.84,3,11,13,15,654,72.2884398746601,5.16064453125
76,V9GYG9,Apolipoprotein A-II (Fragment) OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1 - [V9GYG9_HUMAN],43.3159484863281,48.42,6,5,5,14,95,10.64264312466,6.62451171875
77,E9PKE3,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1 - [E9PKE3_HUMAN],43.1673020124435,22.17,13,5,10,13,627,68.76318831466,5.51611328125
78,P00739,Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2 - [HPTR_HUMAN],41.9235678911209,36.78,3,3,15,18,348,39.00468126466,7.09326171875
79,P67936,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3 - [TPM4_HUMAN],41.7085521221161,35.48,12,2,9,13,248,28.50449250466,4.69091796875
80,A0A0G2JPA8,Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=1 - [A0A0G2JPA8_HUMAN],39.6299918889999,34.19,6,9,9,12,427,47.9066233846601,5.94775390625
81,P14618,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4 - [KPYM_HUMAN],39.5264987945557,27.5,11,10,11,11,531,57.9000263146601,7.84033203125
82,A0M8Q6,Immunoglobulin lambda constant 7 OS=Homo sapiens OX=9606 GN=IGLC7 PE=1 SV=3 - [IGLC7_HUMAN],39.3224325180054,48.11,1,1,3,12,106,11.24661371466,8.29443359375
83,P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4 - [MYL9_HUMAN],37.7642118930817,44.77,2,2,5,11,172,19.81444885466,4.91943359375
84,Q86UX7,Fermitin family homolog 3 OS=Homo sapiens OX=9606 GN=FERMT3 PE=1 SV=1 - [URP2_HUMAN],37.0561578273773,31.03,4,15,15,15,667,75.90501279466,6.97607421875
85,P04217,Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4 - [A1BG_HUMAN],35.8289906978607,26.46,2,9,9,11,495,54.2195419846601,5.85888671875
86,P27105,Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3 - [STOM_HUMAN],34.5552887916565,42.36,3,9,9,11,288,31.71074224466,7.88427734375
87,P05546,Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3 - [HEP2_HUMAN],34.0275785923004,26.05,1,10,10,12,499,57.0342064746601,6.90283203125
88,P01042,Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2 - [KNG1_HUMAN],33.9260187149048,18.94,1,9,9,11,644,71.91215384466,6.81494140625
89,K7ENT6,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=2 - [K7ENT6_HUMAN],33.2437682151794,35.22,12,1,8,11,247,28.47541243466,4.62744140625
90,P01031,Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4 - [CO5_HUMAN],33.1594498157501,8.41,1,12,12,13,1676,188.18614185466,6.52197265625
91,P30043,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3 - [BLVRB_HUMAN],32.8602483272552,42.72,5,5,5,7,206,22.10542746466,7.64990234375
92,F8W1R7,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1 - [F8W1R7_HUMAN],30.9126056432724,49.66,14,7,7,11,145,16.27979590466,4.65283203125
93,P02760,Protein AMBP OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1 - [AMBP_HUMAN],30.8778629302979,32.95,3,8,8,9,352,38.97398310466,6.25244140625
94,P07951,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1 - [TPM2_HUMAN],30.5345637798309,22.54,10,2,7,10,284,32.83056862466,4.70361328125
95,P35858,Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1 - [ALS_HUMAN],29.5965173244476,19.01,1,9,9,11,605,65.99379937466,6.78564453125
96,P19105,Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2 - [ML12A_HUMAN],29.5086843967438,44.44,4,2,5,9,171,19.78149140466,4.80517578125
97,P05155,Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2 - [IC1_HUMAN],29.4723410606384,18.8,4,9,9,10,500,55.11939638466,6.55126953125
98,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2 - [ALDOA_HUMAN],29.211193561554,22.53,9,8,8,9,364,39.39530770466,8.08935546875
99,P27169,Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3 - [PON1_HUMAN],28.7635180950165,29.58,2,6,6,8,355,39.70622976466,5.22412109375
100,P00488,Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=4 - [F13A_HUMAN],28.2809995412827,10.38,3,7,7,10,732,83.2146082746602,6.08740234375
101,P04275,von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4 - [VWF_HUMAN],28.0454324483871,4.12,1,9,9,10,2813,309.057930864663,5.47802734375
102,Q5QPP1,UDP-glucose 4-epimerase (Fragment) OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=1 - [Q5QPP1_HUMAN],27.8918533325195,4.12,4,1,1,34,194,21.41893733466,6.78564453125
103,P02763,Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1 - [A1AG1_HUMAN],27.5290071964264,36.32,1,4,6,9,201,23.49676024466,5.02099609375
104,A0A087WWU8,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1 - [A0A087WWU8_HUMAN],26.8202197551727,21.59,6,4,6,8,227,26.40440233466,4.77978515625
105,E7EQB2,Lactotransferrin (Fragment) OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=1 - [E7EQB2_HUMAN],26.5885989665985,17.39,4,9,9,9,696,76.5768903246601,8.01611328125
106,P04083,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2 - [ANXA1_HUMAN],26.1180453300476,31.79,3,8,8,8,346,38.68998096466,7.02001953125
107,I3L145,Sex hormone-binding globulin OS=Homo sapiens OX=9606 GN=SHBG PE=1 SV=1 - [I3L145_HUMAN],26.0925908088684,35.47,14,7,7,8,344,37.46430638466,6.22705078125
108,P25311,Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2 - [ZA2G_HUMAN],25.6833784580231,33.22,3,7,7,8,298,34.23710609466,6.04931640625
109,P08567,Pleckstrin OS=Homo sapiens OX=9606 GN=PLEK PE=1 SV=3 - [PLEK_HUMAN],24.8901519775391,35.14,1,6,6,6,350,40.09936658466,8.27978515625
110,P0CG38,POTE ankyrin domain family member I OS=Homo sapiens OX=9606 GN=POTEI PE=3 SV=1 - [POTEI_HUMAN],24.4133205413818,5.86,2,2,5,8,1075,121.20451912466,6.21435546875
111,C9JXI5,Transmembrane protein 198 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM198 PE=4 SV=1 - [C9JXI5_HUMAN],24.2571775913239,3.96,2,1,1,23,227,24.31319536466,8.17724609375
112,P00491,Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2 - [PNPH_HUMAN],24.202109336853,28.37,4,5,5,6,289,32.09715760466,6.94677734375
113,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4 - [TERA_HUMAN],24.0992261171341,13.77,3,8,8,10,806,89.2657238746601,5.26220703125
114,P30041,Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3 - [PRDX6_HUMAN],24.0740401744843,45.09,1,8,8,8,224,25.01919155466,6.37939453125
115,Q13228,Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2 - [SBP1_HUMAN],24.0238754749298,21.82,5,8,8,8,472,52.35762741466,6.36669921875
116,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],23.7786328792572,22.3,2,6,6,6,417,44.58612916466,8.10400390625
117,P07437,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2 - [TBB5_HUMAN],23.5870513916016,19.82,19,5,7,8,444,49.6389736146601,4.89404296875
118,P15531,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1 - [NDKA_HUMAN],23.4619615077972,46.05,9,6,6,8,152,17.13767207466,6.18896484375
119,P37802,Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3 - [TAGL2_HUMAN],23.4172232151031,46.73,4,7,7,8,199,22.37717408466,8.25048828125
120,P68366,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1 - [TBA4A_HUMAN],23.2957253456116,18.97,8,2,6,7,448,49.89237157466,5.05908203125
121,P04003,C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2 - [C4BPA_HUMAN],23.2042618989944,16.58,3,8,8,10,597,66.98939987466,7.29833984375
122,Q9BQE3,Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1 - [TBA1C_HUMAN],23.0504612922668,19.15,17,2,6,7,449,49.8634645346601,5.09716796875
123,P54652,Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1 - [HSP72_HUMAN],23.019766330719,12.99,2,1,6,8,639,69.9778691346601,5.74462890625
124,P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1 - [ENPL_HUMAN],22.6546558141708,12.2,4,7,8,8,803,92.4113484246601,4.84326171875
125,P12429,Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3 - [ANXA3_HUMAN],22.0786170959473,23.53,5,6,6,7,323,36.35266032466,5.92236328125
126,O43866,CD5 antigen-like OS=Homo sapiens OX=9606 GN=CD5L PE=1 SV=1 - [CD5L_HUMAN],21.62131524086,27.09,1,6,6,7,347,38.06294547466,5.46533203125
127,P00918,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2 - [CAH2_HUMAN],21.5705437660217,25.77,3,5,5,7,260,29.22792344466,7.40087890625
128,P60174,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3 - [TPIS_HUMAN],21.5476424694061,29.37,4,7,7,7,286,30.77169764466,5.92236328125
129,P43652,Afamin OS=Homo sapiens OX=9606 GN=AFM PE=1 SV=1 - [AFAM_HUMAN],21.4353325366974,15.86,1,7,7,8,599,69.02401644466,5.89697265625
130,Q5VY30,Retinol-binding protein OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=2 - [Q5VY30_HUMAN],21.1782612800598,30.65,2,4,4,6,199,22.95914603466,6.08740234375
131,F8WCZ6,Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1 - [F8WCZ6_HUMAN],20.9892249107361,15.16,5,6,6,7,521,57.4820323746601,5.45263671875
132,A0A087WZB5,Beta-parvin OS=Homo sapiens OX=9606 GN=PARVB PE=1 SV=1 - [A0A087WZB5_HUMAN],20.9050326347351,28.03,5,6,6,8,289,33.23655036466,5.89697265625
133,P61224,Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1 - [RAP1B_HUMAN],20.8848905563354,34.78,21,6,6,8,184,20.81159370466,5.78271484375
134,P07737,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2 - [PROF1_HUMAN],20.8543602228165,52.14,3,6,6,9,140,15.04455675466,8.26513671875
