,Accession,Description,Score,Coverage,# Proteins,# Unique Peptides,# Peptides,# PSMs,# AAs,MW [kDa],calc. pI
22,P02549,"Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTA1 PE=1 SV=5 - [SPTA1_HUMAN]",157.13179731369,25.05,1,44,44,50,2419,279.841908974661,5.04638671875
23,A0A2R8Y793,"Actin, cytoplasmic 1 (Fragment) OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1 - [A0A2R8Y793_HUMAN]",156.193511962891,71.84,16,1,17,46,309,34.11984727466,5.17333984375
24,P01834,Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2 - [IGKC_HUMAN],154.663578510284,83.18,1,7,7,40,107,11.75776875466,6.52197265625
25,P11277,"Spectrin beta chain, erythrocytic OS=Homo sapiens OX=9606 GN=SPTB PE=1 SV=5 - [SPTB1_HUMAN]",140.928727626801,24.8,5,36,36,39,2137,246.31574488466,5.27490234375
26,P01857,Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1 - [IGHG1_HUMAN],140.885160684586,56.36,3,6,14,48,330,36.08316847466,8.19189453125
27,A0A024R6I7,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=1 - [A0A024R6I7_HUMAN],139.226764798164,54.55,7,1,22,45,418,46.67899030466,5.59228515625
28,P01009,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3 - [A1AT_HUMAN],137.084809184074,54.55,6,1,22,45,418,46.70702160466,5.59228515625
29,P00450,Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1 - [CERU_HUMAN],126.895459413528,33.8,5,23,23,34,1065,122.12759346466,5.71923828125
30,P08514,Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3 - [ITA2B_HUMAN],107.061884403229,25.7,3,23,23,31,1039,113.30551996466,5.37646484375
31,P00734,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2 - [THRB_HUMAN],106.200499773026,46.95,3,22,22,30,622,69.9921271946601,5.89697265625
32,P20742,Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4 - [PZP_HUMAN],95.2484093904495,21.86,2,15,22,31,1482,163.75958980466,6.37939453125
33,E5RHP7,Carbonic anhydrase 1 (Fragment) OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=1 - [E5RHP7_HUMAN],92.4664175510406,48.61,13,9,9,26,251,27.73673292466,6.59521484375
34,P01859,Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2 - [IGHG2_HUMAN],91.9223349094391,37.73,2,3,10,36,326,35.87775764466,7.59130859375
35,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4 - [ITIH4_HUMAN],90.9317681789398,33.98,3,22,22,26,930,103.29298970466,6.97607421875
36,P02730,Band 3 anion transport protein OS=Homo sapiens OX=9606 GN=SLC4A1 PE=1 SV=3 - [B3AT_HUMAN],90.7059290409088,24.26,2,16,16,26,911,101.72741707466,5.18603515625
37,P01876,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2 - [IGHA1_HUMAN],90.3337887525558,49.86,2,9,12,23,353,37.63064002466,6.50732421875
38,P01860,Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2 - [IGHG3_HUMAN],88.1584713459015,40.05,2,4,13,35,377,41.26036278466,7.89892578125
39,P01871,Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4 - [IGHM_HUMAN],83.9275234937668,39.74,2,14,14,32,453,49.4085823846601,6.77099609375
40,C9JPQ9,Fibrinogen gamma chain (Fragment) OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=1 - [C9JPQ9_HUMAN],83.3891897201538,63.87,2,1,10,30,119,13.53781644466,7.19580078125
41,P06727,Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=3 - [APOA4_HUMAN],83.2546470165253,51.26,1,20,20,25,396,45.37146874466,5.37646484375
42,P00738,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1 - [HPT_HUMAN],81.4572508335114,46.55,12,8,16,32,406,45.17656637466,6.58056640625
43,P68032,"Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1 - [ACTC_HUMAN]",78.7220950126648,35.54,13,3,13,30,377,41.99188264466,5.38916015625
44,P10909,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1 - [CLUS_HUMAN],77.1511797904968,27.84,10,11,11,25,449,52.46100815466,6.26513671875
45,P04040,Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3 - [CATA_HUMAN],77.0664935112,45.54,1,17,17,23,527,59.7187578746601,7.38623046875
46,P01861,Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1 - [IGHG4_HUMAN],75.4244879484177,39.14,2,5,10,27,327,35.91786734466,7.35693359375
47,P04196,Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1 - [HRG_HUMAN],74.1539914608002,26.29,1,12,12,23,525,59.5408700146601,7.50341796875
48,P02790,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2 - [HEMO_HUMAN],71.7912136316299,38.31,2,15,15,24,462,51.64327527466,7.02001953125
49,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3 - [G3P_HUMAN],71.5370724201202,40.0,2,8,8,21,335,36.03039959466,8.45556640625
50,P08603,Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4 - [CFAH_HUMAN],68.4523739814758,20.88,6,18,19,24,1231,139.00470380466,6.60986328125
51,P16157,Ankyrin-1 OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=3 - [ANK1_HUMAN],63.3549058437347,15.42,4,19,19,19,1881,206.13693402466,6.01123046875
52,O43707,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2 - [ACTN4_HUMAN],62.8398468494415,16.25,5,2,14,20,911,104.78847845466,5.43994140625
53,P00747,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2 - [PLMN_HUMAN],59.0706870555878,31.73,5,17,17,20,810,90.5101610046602,7.23974609375
54,Q562R1,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2 - [ACTBL_HUMAN],57.18974173069,33.78,1,4,9,22,376,41.97596926466,5.59228515625
55,A0A0A0MS51,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1 - [A0A0A0MS51_HUMAN],56.3005409240723,22.19,5,12,12,17,748,82.4743286946601,5.63037109375
56,P14618,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4 - [KPYM_HUMAN],56.2121052742004,38.23,11,14,14,15,531,57.9000263146601,7.84033203125
57,P02774,Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2 - [VTDB_HUMAN],56.1098185777664,29.32,4,13,13,17,474,52.88294252466,5.45263671875
58,A0A2R8Y5V9,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1 - [A0A2R8Y5V9_HUMAN],54.3936166763306,27.42,15,3,9,16,248,28.59151731466,4.70361328125
59,P07996,Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2 - [TSP1_HUMAN],52.6616688966751,24.53,7,21,21,22,1170,129.29956108466,4.94482421875
60,P02649,Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1 - [APOE_HUMAN],52.4434895515442,47.95,4,13,13,16,317,36.13175688466,5.73193359375
61,B9A064,Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens OX=9606 GN=IGLL5 PE=2 SV=2 - [IGLL5_HUMAN],51.6908333301544,37.38,3,3,6,17,214,23.04863940466,8.83642578125
62,P19827,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3 - [ITIH1_HUMAN],50.7052199840546,18.0,4,11,11,16,911,101.32561954466,6.78564453125
63,P0DOY3,Immunoglobulin lambda constant 3 OS=Homo sapiens OX=9606 GN=IGLC3 PE=1 SV=1 - [IGLC3_HUMAN],50.6375539302826,83.96,2,3,6,17,106,11.25854359466,7.23974609375
64,Q5T985,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=1 - [Q5T985_HUMAN],47.3705990314484,19.47,3,10,10,14,935,105.15008172466,7.03466796875
65,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1 - [1433Z_HUMAN],47.2217403650284,45.31,12,8,11,18,245,27.72772965466,4.79248046875
66,P02765,Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2 - [FETUA_HUMAN],46.5392603874207,20.44,2,5,5,11,367,39.31568933466,5.71923828125
67,B4E1Z4,"cDNA FLJ55673, highly similar to Complement factor B OS=Homo sapiens OX=9606 PE=1 SV=1 - [B4E1Z4_HUMAN]",46.1081708669662,13.98,14,15,15,17,1266,140.852801724661,7.18115234375
68,P27105,Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3 - [STOM_HUMAN],45.436662197113,46.53,3,11,11,14,288,31.71074224466,7.88427734375
69,P01019,Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1 - [ANGT_HUMAN],44.9199013710022,31.13,1,11,11,14,485,53.1205172246601,6.31591796875
70,P06733,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 - [ENOA_HUMAN],44.6116176843643,40.55,16,10,12,14,434,47.13932161466,7.38623046875
71,P30041,Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3 - [PRDX6_HUMAN],43.0789287090302,61.16,1,12,12,14,224,25.01919155466,6.37939453125
72,P04004,Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1 - [VTNC_HUMAN],43.0207920074463,20.5,2,8,8,15,478,54.2711700446601,5.79541015625
73,Q86UX7,Fermitin family homolog 3 OS=Homo sapiens OX=9606 GN=FERMT3 PE=1 SV=1 - [URP2_HUMAN],41.8022968769073,25.94,4,13,13,13,667,75.90501279466,6.97607421875
74,P05106,Integrin beta-3 OS=Homo sapiens OX=9606 GN=ITGB3 PE=1 SV=2 - [ITB3_HUMAN],40.3107349872589,17.39,3,11,11,14,788,87.00041653466,5.23681640625
75,P32119,Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5 - [PRDX2_HUMAN],39.6983346939087,30.81,2,7,8,16,198,21.87823885466,5.97314453125
76,P30043,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3 - [BLVRB_HUMAN],39.2574656009674,50.0,5,6,6,8,206,22.10542746466,7.64990234375
77,P02763,Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1 - [A1AG1_HUMAN],38.4657356739044,40.8,1,5,7,13,201,23.49676024466,5.02099609375
78,Q9BQE3,Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1 - [TBA1C_HUMAN],36.9522845745087,25.17,20,3,8,12,449,49.8634645346601,5.09716796875
79,P37802,Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3 - [TAGL2_HUMAN],36.8732050657272,50.25,4,8,8,12,199,22.37717408466,8.25048828125
80,P01011,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2 - [AACT_HUMAN],35.8551278114319,28.37,4,8,8,10,423,47.62053863466,5.51611328125
81,A0A0G2JPA8,Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=1 - [A0A0G2JPA8_HUMAN],35.4310300350189,40.52,6,9,9,11,427,47.9066233846601,5.94775390625
82,A0A087WV45,Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1 - [A0A087WV45_HUMAN],35.365508556366,51.8,3,4,4,8,139,15.11058884466,5.75732421875
83,P07951,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1 - [TPM2_HUMAN],34.9400660991669,18.66,12,1,7,11,284,32.83056862466,4.70361328125
84,P00488,Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=4 - [F13A_HUMAN],34.8208357095718,16.67,4,10,10,13,732,83.2146082746602,6.08740234375
85,P68366,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1 - [TBA4A_HUMAN],34.6059653759003,22.99,11,2,7,11,448,49.89237157466,5.05908203125
86,P35858,Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1 - [ALS_HUMAN],34.5811333656311,18.84,1,8,8,10,605,65.99379937466,6.78564453125
87,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2 - [ALDOA_HUMAN],34.2348473072052,27.47,9,8,8,9,364,39.39530770466,8.08935546875
88,E7EQB2,Lactotransferrin (Fragment) OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=1 - [E7EQB2_HUMAN],33.8057000637054,18.68,4,9,9,11,696,76.5768903246601,8.01611328125
89,E9PKE3,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1 - [E9PKE3_HUMAN],33.7667771577835,19.78,14,7,10,11,627,68.76318831466,5.51611328125
90,P05546,Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3 - [HEP2_HUMAN],31.8965648412704,21.44,1,10,10,12,499,57.0342064746601,6.90283203125
91,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2 - [BIP_HUMAN],31.8492568731308,22.94,3,10,12,13,654,72.2884398746601,5.16064453125
92,P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4 - [MYL9_HUMAN],31.5886182785034,55.81,2,3,7,10,172,19.81444885466,4.91943359375
93,P19105,Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2 - [ML12A_HUMAN],31.540842294693,56.14,4,3,7,9,171,19.78149140466,4.80517578125
94,A0A087WWU8,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1 - [A0A087WWU8_HUMAN],30.9823708534241,26.87,9,4,7,10,227,26.40440233466,4.77978515625
95,P07737,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2 - [PROF1_HUMAN],30.9542866945267,62.86,3,7,7,11,140,15.04455675466,8.26513671875
96,Q13228,Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2 - [SBP1_HUMAN],30.7345124483109,26.27,6,10,10,11,472,52.35762741466,6.36669921875
97,V9GYG9,Apolipoprotein A-II (Fragment) OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1 - [V9GYG9_HUMAN],30.2764477729797,43.16,6,4,4,9,95,10.64264312466,6.62451171875
98,P00739,Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2 - [HPTR_HUMAN],29.9290667772293,31.61,3,2,10,13,348,39.00468126466,7.09326171875
99,O95810,Caveolae-associated protein 2 OS=Homo sapiens OX=9606 GN=CAVIN2 PE=1 SV=3 - [CAVN2_HUMAN],29.7207658290863,22.82,1,8,8,10,425,47.14459056466,5.21142578125
100,P04083,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2 - [ANXA1_HUMAN],29.621032834053,29.48,3,8,8,9,346,38.68998096466,7.02001953125
101,P04003,C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2 - [C4BPA_HUMAN],29.2224589586258,18.93,3,9,9,10,597,66.98939987466,7.29833984375
102,P01008,Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1 - [ANT3_HUMAN],27.7954090833664,25.86,2,11,11,11,464,52.5688667846601,6.71240234375
103,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4 - [TERA_HUMAN],27.5904064178467,17.12,3,9,9,10,806,89.2657238746601,5.26220703125
104,P04217,Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4 - [A1BG_HUMAN],27.4618532657623,23.84,2,9,9,9,495,54.2195419846601,5.85888671875
105,P00491,Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2 - [PNPH_HUMAN],27.370352268219,35.29,4,7,7,8,289,32.09715760466,6.94677734375
106,P01042,Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2 - [KNG1_HUMAN],26.7418413162231,13.66,1,7,7,8,644,71.91215384466,6.81494140625
107,P27169,Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3 - [PON1_HUMAN],26.5674545764923,31.55,5,7,7,8,355,39.70622976466,5.22412109375
108,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],25.7939484119415,23.74,2,7,7,8,417,44.58612916466,8.10400390625
109,P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5 - [HS90A_HUMAN],25.5781399011612,15.03,10,4,9,9,732,84.60668521466,5.02099609375
110,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],25.3047516345978,32.93,12,7,8,9,334,36.61514474466,6.04931640625
111,P0DMV9,Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1 - [HS71B_HUMAN],25.2216002941132,18.41,5,6,8,8,641,70.0090404646601,5.65576171875
112,F5H7S3,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2 - [F5H7S3_HUMAN],24.9482753276825,23.67,12,3,6,8,245,28.50759906466,4.77978515625
113,F8W1R7,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1 - [F8W1R7_HUMAN],24.9006772041321,49.66,14,7,7,10,145,16.27979590466,4.65283203125
114,P19652,Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2 - [A1AG2_HUMAN],24.0135500431061,39.8,1,5,7,8,201,23.58763263466,5.10986328125
115,P12429,Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3 - [ANXA3_HUMAN],23.9080986976624,28.17,6,8,8,9,323,36.35266032466,5.92236328125
116,P02656,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1 - [APOC3_HUMAN],23.860577583313,34.34,2,3,3,8,99,10.84549951466,5.41455078125
117,P30101,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4 - [PDIA3_HUMAN],22.942626953125,21.98,2,7,7,7,505,56.7467500846601,6.35400390625
118,P16452,Erythrocyte membrane protein band 4.2 OS=Homo sapiens OX=9606 GN=EPB42 PE=1 SV=3 - [EPB42_HUMAN],22.9021010398865,14.47,5,8,8,8,691,76.96070156466,8.08935546875
119,P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3 - [1433B_HUMAN],22.6710704565048,24.39,7,2,5,8,246,28.06483186466,4.83056640625
120,P00918,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2 - [CAH2_HUMAN],22.3431515693665,33.46,3,6,6,9,260,29.22792344466,7.40087890625
121,P62258,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1 - [1433E_HUMAN],22.1976222991943,32.16,7,5,7,8,255,29.15541736466,4.74169921875
122,P07738,Bisphosphoglycerate mutase OS=Homo sapiens OX=9606 GN=BPGM PE=1 SV=2 - [PMGE_HUMAN],21.5125464200974,32.82,1,6,6,7,259,29.98651171466,6.53662109375
123,P26038,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3 - [MOES_HUMAN],21.3726054430008,18.37,10,10,10,10,577,67.77779292466,6.40478515625
124,P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1 - [ENPL_HUMAN],21.3134640455246,12.7,5,7,8,8,803,92.4113484246601,4.84326171875
125,P05155,Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2 - [IC1_HUMAN],21.3059099912643,14.2,3,6,6,8,500,55.11939638466,6.55126953125
126,Q16610,Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2 - [ECM1_HUMAN],21.167350769043,15.37,1,7,7,7,540,60.63527778466,6.71240234375
127,P02775,Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3 - [CXCL7_HUMAN],20.9614894390106,29.69,1,4,4,6,128,13.88541756466,8.79248046875
128,P15531,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1 - [NDKA_HUMAN],20.6871566772461,40.13,9,5,5,8,152,17.13767207466,6.18896484375
129,Q9H4B7,Tubulin beta-1 chain OS=Homo sapiens OX=9606 GN=TUBB1 PE=1 SV=1 - [TBB1_HUMAN],20.6602580547333,18.63,9,5,6,6,451,50.2945627146601,5.17333984375
130,P01877,Immunoglobulin heavy constant alpha 2 OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=4 - [IGHA2_HUMAN],20.6120811700821,25.0,2,2,5,6,340,36.56802995466,6.26513671875
131,O75083,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4 - [WDR1_HUMAN],20.5776792764664,20.63,2,8,8,9,606,66.1518722446601,6.65380859375
132,A0A087WZB5,Beta-parvin OS=Homo sapiens OX=9606 GN=PARVB PE=1 SV=1 - [A0A087WZB5_HUMAN],20.4933423995972,35.99,5,7,7,7,289,33.23655036466,5.89697265625
133,P08567,Pleckstrin OS=Homo sapiens OX=9606 GN=PLEK PE=1 SV=3 - [PLEK_HUMAN],20.4215908050537,21.43,1,4,4,6,350,40.09936658466,8.27978515625
