,Accession,Description,Score,Coverage,# Proteins,# Unique Peptides,# Peptides,# PSMs,# AAs,MW [kDa],calc. pI
20,P16157,Ankyrin-1 OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=3 - [ANK1_HUMAN],55.7549965381622,11.8,3,7,16,18,1881,206.13693402466,6.01123046875
21,P01024,Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2 - [CO3_HUMAN],55.1045880317688,13.53,4,20,20,20,1663,187.02988373466,6.40478515625
22,P02675,Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2 - [FIBB_HUMAN],55.0818884372711,37.68,2,15,15,18,491,55.8922632646601,8.26513671875
23,P18206,Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4 - [VINC_HUMAN],52.675931930542,17.37,1,16,16,17,1134,123.72181897466,5.65576171875
24,P12814,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2 - [ACTN1_HUMAN],50.4643633365631,19.28,22,15,15,16,892,102.99263728466,5.41455078125
25,P02647,Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1 - [APOA1_HUMAN],49.8247344493866,49.06,2,12,12,16,267,30.75893391466,5.75732421875
26,P30041,Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3 - [PRDX6_HUMAN],48.0812509059906,58.04,1,11,11,14,224,25.01919155466,6.37939453125
27,P68032,"Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1 - [ACTC_HUMAN]",43.5606846809387,22.28,13,1,7,15,377,41.99188264466,5.38916015625
28,P00441,Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2 - [SODC_HUMAN],40.062272310257,68.83,2,6,6,8,154,15.92590463466,6.12548828125
29,P35579,Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4 - [MYH9_HUMAN],39.4255948066711,9.44,3,13,13,14,1960,226.39160226466,5.60498046875
30,P01857,Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1 - [IGHG1_HUMAN],38.9261330366135,29.7,3,4,8,14,330,36.08316847466,8.19189453125
31,F5H265,Polyubiquitin-C (Fragment) OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=1 - [F5H265_HUMAN],38.8648099899292,85.91,23,2,7,12,149,16.83107960466,6.58056640625
32,P01023,Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3 - [A2MG_HUMAN],38.7281405925751,12.35,1,11,11,11,1474,163.18789839466,6.45556640625
33,P30043,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3 - [BLVRB_HUMAN],37.309868812561,38.35,5,4,4,7,206,22.10542746466,7.64990234375
34,P01871,Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4 - [IGHM_HUMAN],34.9530267715454,25.61,2,9,9,14,453,49.4085823846601,6.77099609375
35,P01834,Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2 - [IGKC_HUMAN],32.9040868282318,79.44,1,5,5,10,107,11.75776875466,6.52197265625
36,P08514,Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3 - [ITA2B_HUMAN],32.2526772022247,11.65,2,10,10,10,1039,113.30551996466,5.37646484375
37,H0YBS0,Ankyrin-1 (Fragment) OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=1 - [H0YBS0_HUMAN],31.1817665100098,13.85,3,1,10,11,1040,115.80066163466,5.77001953125
38,P02008,Hemoglobin subunit zeta OS=Homo sapiens OX=9606 GN=HBZ PE=1 SV=2 - [HBAZ_HUMAN],31.1564705371857,15.49,2,1,2,16,142,15.62723742466,8.20654296875
39,C9JEU5,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=1 - [C9JEU5_HUMAN],30.8538806438446,31.91,5,10,10,11,445,50.2904329246601,6.08740234375
40,P02787,Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3 - [TRFE_HUMAN],30.3753516674042,20.77,7,11,11,11,698,77.0136334646601,7.12255859375
41,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3 - [G3P_HUMAN],30.1838753223419,31.34,2,6,6,8,335,36.03039959466,8.45556640625
42,A0A087WWU8,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1 - [A0A087WWU8_HUMAN],30.1448202133179,21.59,7,3,5,9,227,26.40440233466,4.77978515625
43,P00918,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2 - [CAH2_HUMAN],29.1648805141449,30.38,3,6,6,9,260,29.22792344466,7.40087890625
44,P04632,Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1 - [CPNS1_HUMAN],28.1066770553589,40.3,11,6,6,8,268,28.29773391466,5.19873046875
45,H3BM21,Integrin beta (Fragment) OS=Homo sapiens OX=9606 PE=3 SV=1 - [H3BM21_HUMAN],27.7242741584778,11.56,3,7,7,9,787,86.92226536466,5.09716796875
46,P00738,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1 - [HPT_HUMAN],26.4230360984802,23.65,14,8,8,10,406,45.17656637466,6.58056640625
47,Q99497,Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2 - [PARK7_HUMAN],25.9488563537598,40.21,3,7,7,8,189,19.87848931466,6.78564453125
48,P19105,Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2 - [ML12A_HUMAN],24.8528695106506,33.33,5,4,4,7,171,19.78149140466,4.80517578125
49,F5H7S3,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2 - [F5H7S3_HUMAN],24.0337455272675,13.88,12,1,5,7,245,28.50759906466,4.77978515625
50,P01876,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2 - [IGHA1_HUMAN],23.9913041591644,31.44,2,4,7,8,353,37.63064002466,6.50732421875
51,H0YKX5,Tropomyosin alpha-1 chain (Fragment) OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=1 - [H0YKX5_HUMAN],23.9193437099457,24.65,10,1,5,7,142,16.35533400466,4.74169921875
52,A0A2R8YGX3,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1 - [A0A2R8YGX3_HUMAN],23.7482914924622,20.22,14,3,5,7,183,20.97271365466,4.83056640625
53,P01859,Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2 - [IGHG2_HUMAN],23.5099323987961,20.55,2,2,6,9,326,35.87775764466,7.59130859375
54,P60174,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3 - [TPIS_HUMAN],23.4537461996078,38.11,4,8,8,8,286,30.77169764466,5.92236328125
55,P06702,Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1 - [S10A9_HUMAN],22.3586857318878,37.72,1,3,3,6,114,13.23350884466,6.12548828125
56,G3V1A4,"Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1 - [G3V1A4_HUMAN]",22.3006473779678,44.97,8,5,5,6,149,16.80081896466,8.35302734375
57,P04196,Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1 - [HRG_HUMAN],22.1167627573013,9.52,1,4,4,7,525,59.5408700146601,7.50341796875
58,Q13228,Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2 - [SBP1_HUMAN],21.794269323349,18.01,6,8,8,8,472,52.35762741466,6.36669921875
59,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1 - [1433Z_HUMAN],21.7335143089294,28.16,15,3,5,6,245,27.72772965466,4.79248046875
60,P02766,Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1 - [TTHY_HUMAN],21.3395445346832,54.42,3,4,4,5,147,15.87704777466,5.75732421875
61,P06727,Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=3 - [APOA4_HUMAN],20.9625879526138,29.8,1,10,10,10,396,45.37146874466,5.37646484375
62,P04921,Glycophorin-C OS=Homo sapiens OX=9606 GN=GYPC PE=1 SV=1 - [GLPC_HUMAN],20.8621666431427,21.09,1,2,2,5,128,13.80168427466,4.84326171875
63,P00491,Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2 - [PNPH_HUMAN],20.3173108100891,32.18,4,6,6,6,289,32.09715760466,6.94677734375
64,P01860,Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2 - [IGHG3_HUMAN],20.0348502397537,12.73,2,1,5,8,377,41.26036278466,7.89892578125
65,P54725,UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1 - [RD23A_HUMAN],19.7707667350769,19.01,3,4,4,6,363,39.58465012466,4.57666015625
66,P01861,Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1 - [IGHG4_HUMAN],19.7062306404114,21.71,2,2,5,6,327,35.91786734466,7.35693359375
67,Q4VB86,EPB41 protein OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=2 - [Q4VB86_HUMAN],18.8975800275803,11.9,21,5,5,6,622,69.8470034546601,6.78564453125
68,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],18.6185829639435,22.46,12,5,6,7,334,36.61514474466,6.04931640625
69,E7EPV7,Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1 - [E7EPV7_HUMAN],18.3143384456635,46.09,4,5,5,5,115,11.76925006466,9.23193359375
70,A0A0G2JMB2,Immunoglobulin heavy constant alpha 2 (Fragment) OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=1 - [A0A0G2JMB2_HUMAN],17.7036552429199,17.65,3,1,4,5,340,36.48505101466,6.10009765625
71,P04264,"Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6 - [K2C1_HUMAN]",17.0373830795288,14.13,2,5,6,6,644,65.9990039546601,8.11865234375
72,H3BQN4,Fructose-bisphosphate aldolase OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=1 - [H3BQN4_HUMAN],16.4839413166046,22.44,9,5,5,5,361,39.31539202466,8.39697265625
73,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],15.9355602264404,15.83,2,4,4,4,417,44.58612916466,8.10400390625
74,A0A2R8Y422,Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1 - [A0A2R8Y422_HUMAN],15.6622514724731,37.82,3,1,6,7,156,17.95538850466,9.46630859375
75,P00568,Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3 - [KAD1_HUMAN],15.385623216629,24.23,3,3,3,4,194,21.62130827466,8.63134765625
76,P13645,"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6 - [K1C10_HUMAN]",15.3856122493744,13.18,7,5,5,5,584,58.79169631466,5.21142578125
77,A0A0A0MSI0,Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1 - [A0A0A0MSI0_HUMAN],14.8002653121948,27.49,5,4,5,6,171,18.96367310466,6.91748046875
78,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4 - [TERA_HUMAN],14.6102688312531,8.81,1,5,5,5,806,89.2657238746601,5.26220703125
79,A0A0G2JRN3,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=1 - [A0A0G2JRN3_HUMAN],14.4918692111969,20.06,4,6,6,6,359,40.20958933466,5.46533203125
80,P49773,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2 - [HINT1_HUMAN],14.2567654848099,44.44,5,3,3,4,126,13.79309454466,6.94677734375
81,E9PIT3,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=1 - [E9PIT3_HUMAN],14.2427620887756,9.26,3,3,3,4,583,65.36674820466,5.70654296875
82,A0A087WU29,Glycophorin OS=Homo sapiens OX=9606 GN=GYPA PE=1 SV=1 - [A0A087WU29_HUMAN],14.2330884933472,29.05,10,3,3,3,148,16.17521485466,4.98291015625
83,P14618,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4 - [KPYM_HUMAN],14.171285867691,16.2,8,5,5,5,531,57.9000263146601,7.84033203125
84,A0A0A0MS51,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1 - [A0A0A0MS51_HUMAN],14.1275081634521,10.29,5,5,5,6,748,82.4743286946601,5.63037109375
85,E9PFZ2,Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1 - [E9PFZ2_HUMAN],13.9264211654663,5.92,4,3,3,4,946,108.75142050466,5.77001953125
86,V9GYG9,Apolipoprotein A-II (Fragment) OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1 - [V9GYG9_HUMAN],13.7267347574234,43.16,6,3,3,5,95,10.64264312466,6.62451171875
87,P07738,Bisphosphoglycerate mutase OS=Homo sapiens OX=9606 GN=BPGM PE=1 SV=2 - [PMGE_HUMAN],13.5494577884674,13.51,1,3,3,5,259,29.98651171466,6.53662109375
88,A0A2R8Y6G6,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=1 - [A0A2R8Y6G6_HUMAN],13.4728837013245,14.98,17,4,4,4,434,47.29730424466,6.99072265625
89,P07737,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2 - [PROF1_HUMAN],12.488440990448,35.71,3,4,4,5,140,15.04455675466,8.26513671875
90,P0DP25,Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1 - [CALM3_HUMAN],12.4804322719574,36.91,10,4,4,4,149,16.82683520466,4.22119140625
91,J3KPD9,NME1-NME2 readthrough OS=Homo sapiens OX=9606 GN=NME1-NME2 PE=1 SV=1 - [J3KPD9_HUMAN],11.9164297580719,28.93,9,3,3,4,197,22.40773401466,9.53955078125
92,P0DOY2,Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1 - [IGLC2_HUMAN],11.8125205039978,50.94,4,1,3,5,106,11.28654974466,7.23974609375
93,P02763,Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1 - [A1AG1_HUMAN],11.5707621574402,18.91,1,2,3,4,201,23.49676024466,5.02099609375
94,X6RJP6,Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1 - [X6RJP6_HUMAN],11.5256836414337,23.53,2,3,3,4,187,21.07253706466,7.81103515625
95,F8W1R7,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1 - [F8W1R7_HUMAN],11.4994554519653,32.41,12,4,4,4,145,16.27979590466,4.65283203125
96,P40925,"Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4 - [MDHC_HUMAN]",11.4429712295532,14.37,6,4,4,4,334,36.40302195466,7.35693359375
97,P62805,Histone H4 OS=Homo sapiens OX=9606 GN=HIST1H4A PE=1 SV=2 - [H4_HUMAN],11.3584146499634,29.13,1,3,3,4,103,11.36038230466,11.35595703125
98,E9PKE3,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1 - [E9PKE3_HUMAN],11.1466941833496,10.05,13,2,4,4,627,68.76318831466,5.51611328125
99,Q06323,Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1 - [PSME1_HUMAN],10.9824287891388,22.89,3,5,5,5,249,28.70501612466,6.02392578125
100,F5H345,Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS PE=1 SV=1 - [F5H345_HUMAN],10.9571933746338,13.94,4,3,3,4,330,35.73882281466,6.96142578125
101,P62258,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1 - [1433E_HUMAN],10.609990477562,16.47,10,2,4,4,255,29.15541736466,4.74169921875
102,P02656,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1 - [APOC3_HUMAN],10.5927538871765,27.27,2,2,2,3,99,10.84549951466,5.41455078125
103,P04792,Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2 - [HSPB1_HUMAN],10.5580129623413,20.0,3,3,3,3,205,22.76849396466,6.40478515625
104,Q9UNZ2,NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=2 - [NSF1C_HUMAN],10.41361951828,18.38,5,4,4,4,370,40.54831074466,5.09716796875
105,P09105,Hemoglobin subunit theta-1 OS=Homo sapiens OX=9606 GN=HBQ1 PE=1 SV=2 - [HBAT_HUMAN],10.2468781471252,28.17,1,3,3,3,142,15.49811935466,7.62060546875
106,P02649,Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1 - [APOE_HUMAN],10.1603717803955,13.25,4,4,4,4,317,36.13175688466,5.73193359375
107,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2 - [BIP_HUMAN],10.1046640872955,7.03,3,3,4,4,654,72.2884398746601,5.16064453125
108,Q5T4L2,Cyclic AMP-responsive element-binding protein 3-like protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=CREB3L4 PE=1 SV=1 - [Q5T4L2_HUMAN],10.0137820243835,10.44,4,1,1,4,182,19.49831592466,4.19580078125
109,M0R389,Platelet-activating factor acetylhydrolase IB subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=8 - [M0R389_HUMAN],9.94846391677856,25.61,6,3,3,3,164,18.34453879466,7.02001953125
110,P07437,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2 - [TBB5_HUMAN],9.8782696723938,11.04,15,2,3,3,444,49.6389736146601,4.89404296875
111,P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3 - [1433B_HUMAN],9.87439954280853,20.73,10,2,4,4,246,28.06483186466,4.83056640625
112,B0YJC4,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1 - [B0YJC4_HUMAN],9.84073352813721,7.89,3,3,3,3,431,49.62311368466,5.24951171875
113,P27105,Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3 - [STOM_HUMAN],9.7756313085556,13.54,3,4,4,4,288,31.71074224466,7.88427734375
114,P22314,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3 - [UBA1_HUMAN],9.47139322757721,4.54,6,3,3,3,1058,117.77433464466,5.75732421875
115,O60888,Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=2 - [CUTA_HUMAN],9.41459369659424,22.91,2,2,2,2,179,19.10411339466,5.50341796875
116,P30086,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3 - [PEBP1_HUMAN],9.36427187919617,27.81,1,2,2,2,187,21.04366691466,7.53271484375
117,I3L397,Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8 - [I3L397_HUMAN],9.27390050888062,15.75,3,1,1,2,146,16.00891112466,4.99560546875
118,P10909,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1 - [CLUS_HUMAN],9.0177743434906,12.03,9,4,4,4,449,52.46100815466,6.26513671875
119,Q5T3N1,Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=1 - [Q5T3N1_HUMAN],8.99619293212891,22.06,3,3,3,3,204,22.74079476466,5.52880859375
120,P13489,Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2 - [RINI_HUMAN],8.88102054595947,11.28,10,3,3,3,461,49.94108966466,4.81787109375
121,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4 - [PIMT_HUMAN],8.82327270507813,14.54,9,2,2,2,227,24.62057247466,7.21044921875
122,Q86UX7,Fermitin family homolog 3 OS=Homo sapiens OX=9606 GN=FERMT3 PE=1 SV=1 - [URP2_HUMAN],8.80360126495361,5.25,2,2,2,2,667,75.90501279466,6.97607421875
123,P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2 - [PPIA_HUMAN],8.79718470573425,21.82,4,3,3,3,165,18.00088618466,7.81103515625
124,A6NIZ1,Ras-related protein Rap-1b-like protein OS=Homo sapiens OX=9606 PE=2 SV=1 - [RP1BL_HUMAN],8.76767611503601,20.11,21,3,3,3,184,20.91162098466,5.47802734375
125,E7EQ12,Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=1 - [E7EQ12_HUMAN],8.71507525444031,9.22,16,3,3,3,423,46.10573879466,4.75439453125
126,Q13404,Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2 - [UB2V1_HUMAN],8.31327891349792,19.73,9,3,3,3,147,16.48432758466,7.92822265625
127,P48741,Putative heat shock 70 kDa protein 7 OS=Homo sapiens OX=9606 GN=HSPA7 PE=5 SV=2 - [HSP77_HUMAN],8.24247002601624,10.9,14,1,3,3,367,40.21958921466,7.86962890625
128,P01042,Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2 - [KNG1_HUMAN],8.05964636802673,6.37,1,3,3,3,644,71.91215384466,6.81494140625
129,O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1 - [DNPH1_HUMAN],8.0375337600708,9.77,2,1,1,2,174,19.09658794466,5.04638671875
130,J3KN29,26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=1 - [J3KN29_HUMAN],8.02644538879395,19.37,6,4,4,4,222,24.53841282466,6.72705078125
131,P02765,Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2 - [FETUA_HUMAN],7.98389863967896,8.17,2,2,2,2,367,39.31568933466,5.71923828125
