,Accession,Description,Score,Coverage,# Proteins,# Unique Peptides,# Peptides,# PSMs,# AAs,MW [kDa],calc. pI
11,P02675,Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2 - [FIBB_HUMAN],296.371797204018,73.52,2,34,34,92,491,55.8922632646601,8.26513671875
12,P02751,Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=4 - [FINC_HUMAN],260.554468989372,32.31,3,47,47,71,2386,262.46011262466,5.70654296875
13,P02647,Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1 - [APOA1_HUMAN],242.532628297806,62.92,2,24,24,75,267,30.75893391466,5.75732421875
14,P69891,Hemoglobin subunit gamma-1 OS=Homo sapiens OX=9606 GN=HBG1 PE=1 SV=2 - [HBG1_HUMAN],233.19637799263,72.79,7,8,9,82,147,16.13031217466,7.19580078125
15,P0C0L5,Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2 - [CO4B_HUMAN],219.101205468178,36.3,11,44,44,60,1744,192.63055081466,7.26904296875
16,P02787,Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3 - [TRFE_HUMAN],215.878841519356,52.44,7,37,37,70,698,77.0136334646601,7.12255859375
17,C9JEU5,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=1 - [C9JEU5_HUMAN],213.342510342598,54.83,3,14,22,69,445,50.2904329246601,6.08740234375
18,P01834,Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2 - [IGKC_HUMAN],194.670625448227,88.79,1,9,9,52,107,11.75776875466,6.52197265625
19,P12814,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2 - [ACTN1_HUMAN],186.465797424316,51.57,21,24,36,54,892,102.99263728466,5.41455078125
20,P01857,Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1 - [IGHG1_HUMAN],181.386328220367,64.24,3,7,17,57,330,36.08316847466,8.19189453125
21,P60709,"Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1 - [ACTB_HUMAN]",169.000571370125,59.2,23,1,17,48,375,41.70973209466,5.47802734375
22,P00450,Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1 - [CERU_HUMAN],165.435033082962,32.39,5,24,24,42,1065,122.12759346466,5.71923828125
23,A0A024R6I7,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=1 - [A0A024R6I7_HUMAN],163.227083325386,54.07,7,1,21,50,418,46.67899030466,5.59228515625
24,P01009,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3 - [A1AT_HUMAN],162.653500437737,54.07,6,1,21,49,418,46.70702160466,5.59228515625
25,P02549,"Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTA1 PE=1 SV=5 - [SPTA1_HUMAN]",160.874721288681,25.92,1,44,44,50,2419,279.841908974661,5.04638671875
26,P18206,Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4 - [VINC_HUMAN],158.394862174988,38.8,2,34,34,50,1134,123.72181897466,5.65576171875
27,A0A2R8Y793,"Actin, cytoplasmic 1 (Fragment) OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1 - [A0A2R8Y793_HUMAN]",147.694948196411,66.67,16,1,15,41,309,34.11984727466,5.17333984375
28,P11277,"Spectrin beta chain, erythrocytic OS=Homo sapiens OX=9606 GN=SPTB PE=1 SV=5 - [SPTB1_HUMAN]",136.050117492676,24.66,7,37,37,40,2137,246.31574488466,5.27490234375
29,P01859,Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2 - [IGHG2_HUMAN],117.443280339241,37.42,2,4,10,41,326,35.87775764466,7.59130859375
30,P00734,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2 - [THRB_HUMAN],108.03541636467,50.0,3,22,22,30,622,69.9921271946601,5.89697265625
31,P01871,Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4 - [IGHM_HUMAN],107.036513090134,40.62,2,16,16,39,453,49.4085823846601,6.77099609375
32,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4 - [ITIH4_HUMAN],105.772771120071,35.81,3,24,24,32,930,103.29298970466,6.97607421875
33,P00915,Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2 - [CAH1_HUMAN],101.727561354637,60.15,13,11,11,29,261,28.85238934466,7.12255859375
34,P01876,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2 - [IGHA1_HUMAN],100.29986000061,49.86,2,9,12,27,353,37.63064002466,6.50732421875
35,P20742,Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4 - [PZP_HUMAN],99.4767585992813,25.51,2,19,26,37,1482,163.75958980466,6.37939453125
36,P01860,Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2 - [IGHG3_HUMAN],93.5143201351166,45.09,2,5,14,37,377,41.26036278466,7.89892578125
37,P08514,Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3 - [ITA2B_HUMAN],90.8825600147247,25.99,3,20,20,25,1039,113.30551996466,5.37646484375
38,C9JPQ9,Fibrinogen gamma chain (Fragment) OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=1 - [C9JPQ9_HUMAN],87.3311009407043,58.82,2,1,9,33,119,13.53781644466,7.19580078125
39,P02730,Band 3 anion transport protein OS=Homo sapiens OX=9606 GN=SLC4A1 PE=1 SV=3 - [B3AT_HUMAN],85.4544812440872,22.61,2,15,15,25,911,101.72741707466,5.18603515625
40,P02790,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2 - [HEMO_HUMAN],85.226665019989,48.92,2,15,15,28,462,51.64327527466,7.02001953125
41,P01861,Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1 - [IGHG4_HUMAN],84.4682067632675,45.87,2,5,11,31,327,35.91786734466,7.35693359375
42,P08603,Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4 - [CFAH_HUMAN],81.0338478088379,22.75,6,18,19,26,1231,139.00470380466,6.60986328125
43,P04040,Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3 - [CATA_HUMAN],78.8376357555389,49.34,1,19,19,23,527,59.7187578746601,7.38623046875
44,P68032,"Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1 - [ACTC_HUMAN]",78.4663444757462,29.97,13,3,11,28,377,41.99188264466,5.38916015625
45,P00738,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1 - [HPT_HUMAN],76.1521036624908,48.28,12,9,16,27,406,45.17656637466,6.58056640625
46,P00747,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2 - [PLMN_HUMAN],73.6745836734772,40.0,4,23,23,24,810,90.5101610046602,7.23974609375
47,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3 - [G3P_HUMAN],72.2291164398193,47.16,2,8,8,20,335,36.03039959466,8.45556640625
48,B4E1Z4,"cDNA FLJ55673, highly similar to Complement factor B OS=Homo sapiens OX=9606 PE=1 SV=1 - [B4E1Z4_HUMAN]",71.1432952880859,18.09,16,16,18,23,1266,140.852801724661,7.18115234375
49,A0A0A0MS51,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1 - [A0A0A0MS51_HUMAN],69.2915049791336,27.81,5,14,14,21,748,82.4743286946601,5.63037109375
50,P04196,Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1 - [HRG_HUMAN],66.1144666671753,31.43,1,13,13,24,525,59.5408700146601,7.50341796875
51,P06727,Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=3 - [APOA4_HUMAN],64.9280195236206,40.66,1,16,16,20,396,45.37146874466,5.37646484375
52,P16157,Ankyrin-1 OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=3 - [ANK1_HUMAN],64.817965388298,15.26,6,20,20,21,1881,206.13693402466,6.01123046875
53,P07996,Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2 - [TSP1_HUMAN],63.0506981611252,26.07,4,22,22,23,1170,129.29956108466,4.94482421875
54,P02765,Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2 - [FETUA_HUMAN],60.9995384216309,34.88,2,7,7,15,367,39.31568933466,5.71923828125
55,Q86UX7,Fermitin family homolog 3 OS=Homo sapiens OX=9606 GN=FERMT3 PE=1 SV=1 - [URP2_HUMAN],59.6277139186859,39.73,4,20,20,21,667,75.90501279466,6.97607421875
56,P0DOY3,Immunoglobulin lambda constant 3 OS=Homo sapiens OX=9606 GN=IGLC3 PE=1 SV=1 - [IGLC3_HUMAN],58.4084460735321,91.51,2,3,7,20,106,11.25854359466,7.23974609375
57,O43707,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2 - [ACTN4_HUMAN],58.3782148361206,16.58,5,2,14,18,911,104.78847845466,5.43994140625
58,P02774,Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2 - [VTDB_HUMAN],55.9438848495483,29.32,4,13,13,17,474,52.88294252466,5.45263671875
59,P0CG04,Immunoglobulin lambda constant 1 OS=Homo sapiens OX=9606 GN=IGLC1 PE=1 SV=1 - [IGLC1_HUMAN],55.4037024974823,75.47,3,2,6,19,106,11.34060793466,7.86962890625
60,P05106,Integrin beta-3 OS=Homo sapiens OX=9606 GN=ITGB3 PE=1 SV=2 - [ITB3_HUMAN],55.2863545417786,22.21,3,13,13,17,788,87.00041653466,5.23681640625
61,P14618,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4 - [KPYM_HUMAN],54.9738974571228,30.89,11,12,12,15,531,57.9000263146601,7.84033203125
62,Q562R1,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2 - [ACTBL_HUMAN],54.1338121891022,21.01,1,1,6,19,376,41.97596926466,5.59228515625
63,P32119,Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5 - [PRDX2_HUMAN],53.2581650018692,47.47,2,9,10,18,198,21.87823885466,5.97314453125
64,Q5T985,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=1 - [Q5T985_HUMAN],51.9051728248596,15.94,3,9,9,15,935,105.15008172466,7.03466796875
65,P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4 - [MYL9_HUMAN],50.8709465265274,55.81,2,3,7,14,172,19.81444885466,4.91943359375
66,P04004,Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1 - [VTNC_HUMAN],50.3172045946121,20.5,2,8,8,18,478,54.2711700446601,5.79541015625
67,P02649,Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1 - [APOE_HUMAN],48.790314078331,52.68,4,14,14,17,317,36.13175688466,5.73193359375
68,P01019,Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1 - [ANGT_HUMAN],47.9080460071564,26.39,1,9,9,16,485,53.1205172246601,6.31591796875
69,P27105,Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3 - [STOM_HUMAN],45.8509502410889,42.36,3,9,9,13,288,31.71074224466,7.88427734375
70,P19105,Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2 - [ML12A_HUMAN],45.549026966095,56.14,4,3,7,12,171,19.78149140466,4.80517578125
71,P19827,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3 - [ITIH1_HUMAN],45.5112817287445,15.81,3,10,10,15,911,101.32561954466,6.78564453125
72,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1 - [1433Z_HUMAN],44.4320715665817,46.53,16,8,10,14,245,27.72772965466,4.79248046875
73,P67936,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3 - [TPM4_HUMAN],44.3687078952789,30.24,19,3,9,14,248,28.50449250466,4.69091796875
74,P02656,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1 - [APOC3_HUMAN],43.2851936817169,37.37,2,4,4,14,99,10.84549951466,5.41455078125
75,P02766,Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1 - [TTHY_HUMAN],43.1611428260803,63.95,3,5,5,9,147,15.87704777466,5.75732421875
76,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2 - [BIP_HUMAN],43.0515909194946,23.39,3,11,13,15,654,72.2884398746601,5.16064453125
77,P35858,Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1 - [ALS_HUMAN],42.0693907737732,25.12,1,11,11,13,605,65.99379937466,6.78564453125
78,P68366,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1 - [TBA4A_HUMAN],39.4159545898438,33.48,8,4,10,12,448,49.89237157466,5.05908203125
79,P01031,Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4 - [CO5_HUMAN],39.1794241666794,11.63,1,14,14,15,1676,188.18614185466,6.52197265625
80,P10909,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1 - [CLUS_HUMAN],39.0560121536255,23.16,10,8,8,13,449,52.46100815466,6.26513671875
81,P06733,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 - [ENOA_HUMAN],38.3254706859589,35.48,16,8,10,14,434,47.13932161466,7.38623046875
82,P0DPH7,Tubulin alpha-3C chain OS=Homo sapiens OX=9606 GN=TUBA3C PE=1 SV=1 - [TBA3C_HUMAN],38.1387255191803,32.22,14,3,9,11,450,49.9276050146601,5.09716796875
83,P04217,Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4 - [A1BG_HUMAN],37.944226026535,29.9,2,9,9,12,495,54.2195419846601,5.85888671875
84,Q9H4B7,Tubulin beta-1 chain OS=Homo sapiens OX=9606 GN=TUBB1 PE=1 SV=1 - [TBB1_HUMAN],37.0829222202301,33.7,2,8,10,11,451,50.2945627146601,5.17333984375
85,P07951,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1 - [TPM2_HUMAN],36.4192471504211,22.54,18,2,8,12,284,32.83056862466,4.70361328125
86,P01011,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2 - [AACT_HUMAN],36.2814763784409,25.53,4,8,8,11,423,47.62053863466,5.51611328125
87,P22314,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3 - [UBA1_HUMAN],34.6522623300552,15.03,7,10,10,11,1058,117.77433464466,5.75732421875
88,P00488,Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=4 - [F13A_HUMAN],34.1423945426941,16.53,3,10,10,12,732,83.2146082746602,6.08740234375
89,P37802,Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3 - [TAGL2_HUMAN],33.0677391290665,50.25,4,8,8,12,199,22.37717408466,8.25048828125
90,E7EQB2,Lactotransferrin (Fragment) OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=1 - [E7EQB2_HUMAN],32.6095616817474,16.67,4,9,9,11,696,76.5768903246601,8.01611328125
91,P04275,von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4 - [VWF_HUMAN],32.0606966018677,4.55,1,9,9,10,2813,309.057930864663,5.47802734375
92,P05546,Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3 - [HEP2_HUMAN],31.9312770366669,26.25,1,10,10,11,499,57.0342064746601,6.90283203125
93,P07437,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2 - [TBB5_HUMAN],31.7877898216248,27.7,15,3,8,9,444,49.6389736146601,4.89404296875
94,P61224,Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1 - [RAP1B_HUMAN],31.5956633090973,55.43,21,8,8,11,184,20.81159370466,5.78271484375
95,E9PKE3,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1 - [E9PKE3_HUMAN],30.4911346435547,20.41,14,6,9,9,627,68.76318831466,5.51611328125
96,P30041,Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3 - [PRDX6_HUMAN],30.1978995800018,51.34,1,9,9,10,224,25.01919155466,6.37939453125
97,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2 - [ALDOA_HUMAN],29.7005777359009,28.02,9,9,9,9,364,39.39530770466,8.08935546875
98,P00491,Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2 - [PNPH_HUMAN],29.4219226837158,31.83,4,6,6,8,289,32.09715760466,6.94677734375
99,Q00610,Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5 - [CLH1_HUMAN],29.355731010437,7.4,7,9,9,9,1675,191.49253255466,5.69384765625
100,P26038,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3 - [MOES_HUMAN],29.2150000333786,19.41,10,11,11,12,577,67.77779292466,6.40478515625
101,V9GYG9,Apolipoprotein A-II (Fragment) OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1 - [V9GYG9_HUMAN],28.9915946722031,48.42,6,5,5,10,95,10.64264312466,6.62451171875
102,F8W1R7,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1 - [F8W1R7_HUMAN],28.9480174779892,48.28,14,6,6,10,145,16.27979590466,4.65283203125
103,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],28.3755329847336,26.14,2,9,9,9,417,44.58612916466,8.10400390625
104,P04003,C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2 - [C4BPA_HUMAN],27.5626800060272,16.92,3,8,8,10,597,66.98939987466,7.29833984375
105,P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1 - [ENPL_HUMAN],27.5204691886902,13.82,4,7,8,9,803,92.4113484246601,4.84326171875
106,P01008,Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1 - [ANT3_HUMAN],27.3876214027405,24.14,2,10,10,10,464,52.5688667846601,6.71240234375
107,P27169,Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3 - [PON1_HUMAN],27.2964861392975,31.55,5,7,7,8,355,39.70622976466,5.22412109375
108,P19652,Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2 - [A1AG2_HUMAN],27.09317445755,39.8,1,6,8,9,201,23.58763263466,5.10986328125
109,Q5QPP1,UDP-glucose 4-epimerase (Fragment) OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=1 - [Q5QPP1_HUMAN],27.0117679834366,4.12,4,1,1,33,194,21.41893733466,6.78564453125
110,P07737,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2 - [PROF1_HUMAN],26.8224152326584,45.71,3,5,5,9,140,15.04455675466,8.26513671875
111,P25311,Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2 - [ZA2G_HUMAN],26.3337678909302,37.25,3,8,8,8,298,34.23710609466,6.04931640625
112,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],26.2818210124969,29.34,12,7,8,9,334,36.61514474466,6.04931640625
113,P02763,Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1 - [A1AG1_HUMAN],25.9955747127533,33.83,1,4,6,10,201,23.49676024466,5.02099609375
114,P05155,Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2 - [IC1_HUMAN],25.5059443712234,18.8,4,8,8,9,500,55.11939638466,6.55126953125
115,P30101,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4 - [PDIA3_HUMAN],25.1909816265106,19.8,2,6,6,7,505,56.7467500846601,6.35400390625
116,A0A0G2JPA8,Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=1 - [A0A0G2JPA8_HUMAN],24.9564279317856,24.12,6,6,6,7,427,47.9066233846601,5.94775390625
117,Q13885,Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1 - [TBB2A_HUMAN],23.753618478775,18.88,14,0,6,7,445,49.8749587746601,4.89404296875
118,P30043,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3 - [BLVRB_HUMAN],23.5708115100861,50.0,5,6,6,7,206,22.10542746466,7.64990234375
119,P68371,Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1 - [TBB4B_HUMAN],23.5269887447357,18.88,15,1,6,7,445,49.7990042746601,4.89404296875
120,Q13228,Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2 - [SBP1_HUMAN],23.1842949390411,21.4,6,9,9,9,472,52.35762741466,6.36669921875
121,Q14315,Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3 - [FLNC_HUMAN],23.1299531459808,2.97,2,1,6,8,2725,290.840601884661,5.97314453125
122,P52209,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3 - [6PGD_HUMAN]",23.0408957004547,23.4,5,9,9,10,483,53.10595580466,7.22509765625
123,C9JXI5,Transmembrane protein 198 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM198 PE=4 SV=1 - [C9JXI5_HUMAN],22.6988406181335,3.96,2,1,1,16,227,24.31319536466,8.17724609375
124,D6R904,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1 - [D6R904_HUMAN],22.6246609687805,27.37,9,2,4,6,95,11.01065350466,4.79248046875
125,O95810,Caveolae-associated protein 2 OS=Homo sapiens OX=9606 GN=CAVIN2 PE=1 SV=3 - [CAVN2_HUMAN],22.5800188779831,12.94,1,5,5,7,425,47.14459056466,5.21142578125
126,P01042,Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2 - [KNG1_HUMAN],22.1766672134399,19.72,1,9,9,9,644,71.91215384466,6.81494140625
127,P08567,Pleckstrin OS=Homo sapiens OX=9606 GN=PLEK PE=1 SV=3 - [PLEK_HUMAN],21.8684122562408,25.71,1,5,5,6,350,40.09936658466,8.27978515625
128,P12429,Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3 - [ANXA3_HUMAN],21.7922985553741,23.53,5,6,6,7,323,36.35266032466,5.92236328125
129,P02760,Protein AMBP OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1 - [AMBP_HUMAN],21.6928887367249,18.47,3,5,5,7,352,38.97398310466,6.25244140625
130,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4 - [TERA_HUMAN],21.6478233337402,13.4,3,8,8,9,806,89.2657238746601,5.26220703125
131,P04083,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2 - [ANXA1_HUMAN],21.2943804264069,19.08,3,5,5,7,346,38.68998096466,7.02001953125
132,F5H7S3,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2 - [F5H7S3_HUMAN],20.7614934444427,13.88,15,2,4,6,245,28.50759906466,4.77978515625
133,P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5 - [HS90A_HUMAN],20.6616897583008,11.34,11,3,7,8,732,84.60668521466,5.02099609375
134,A0A0C4DH25,Immunoglobulin kappa variable 3D-20 OS=Homo sapiens OX=9606 GN=IGKV3D-20 PE=3 SV=1 - [KVD20_HUMAN],20.5047748088837,21.55,1,1,2,5,116,12.50723434466,4.58935546875
