,Accession,Description,Score,Coverage,# Proteins,# Unique Peptides,# Peptides,# PSMs,# AAs,MW [kDa],calc. pI
19,P01023,Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3 - [A2MG_HUMAN],104.536402583122,25.1,3,27,28,34,1474,163.18789839466,6.45556640625
20,P04040,Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3 - [CATA_HUMAN],101.705875873566,45.92,1,16,16,32,527,59.7187578746601,7.38623046875
21,P00441,Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2 - [SODC_HUMAN],98.2418304681778,62.34,2,6,6,20,154,15.92590463466,6.12548828125
22,P60709,"Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1 - [ACTB_HUMAN]",91.768886089325,42.4,24,6,13,26,375,41.70973209466,5.47802734375
23,P32119,Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5 - [PRDX2_HUMAN],90.482813835144,64.65,2,10,11,27,198,21.87823885466,5.97314453125
24,P02787,Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3 - [TRFE_HUMAN],85.2763183116913,39.97,7,22,22,29,698,77.0136334646601,7.12255859375
25,P0C0L5,Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2 - [CO4B_HUMAN],85.0048525333405,19.78,11,23,23,25,1744,192.63055081466,7.26904296875
26,P16157,Ankyrin-1 OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=3 - [ANK1_HUMAN],84.0704535245895,20.47,4,26,26,28,1881,206.13693402466,6.01123046875
27,P04114,Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2 - [APOB_HUMAN],81.0495948791504,7.36,2,26,26,28,4563,515.282932694663,7.04931640625
28,E7EQB2,Lactotransferrin (Fragment) OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=1 - [E7EQB2_HUMAN],78.1033284664154,38.51,4,20,20,24,696,76.5768903246601,8.01611328125
29,P18206,Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4 - [VINC_HUMAN],77.864077091217,27.51,2,23,23,24,1134,123.72181897466,5.65576171875
30,P08514,Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3 - [ITA2B_HUMAN],69.8349351882935,26.18,2,18,18,18,1039,113.30551996466,5.37646484375
31,P01857,Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1 - [IGHG1_HUMAN],69.2966717481613,50.61,3,5,12,24,330,36.08316847466,8.19189453125
32,P01834,Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2 - [IGKC_HUMAN],65.3319607973099,79.44,1,5,5,20,107,11.75776875466,6.52197265625
33,C9JEU5,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=1 - [C9JEU5_HUMAN],62.7862701416016,43.37,5,14,14,19,445,50.2904329246601,6.08740234375
34,E9PFZ2,Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1 - [E9PFZ2_HUMAN],58.8217749595642,24.95,5,16,16,19,946,108.75142050466,5.77001953125
35,P02675,Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2 - [FIBB_HUMAN],56.8803535699844,34.83,2,13,13,18,491,55.8922632646601,8.26513671875
36,P00734,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2 - [THRB_HUMAN],55.5133628845215,32.96,3,14,14,15,622,69.9921271946601,5.89697265625
37,P68032,"Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1 - [ACTC_HUMAN]",54.3967921733856,29.44,13,2,9,18,377,41.99188264466,5.38916015625
38,A0A024R6I7,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=1 - [A0A024R6I7_HUMAN],50.1682600975037,36.84,3,1,13,19,418,46.67899030466,5.59228515625
39,P01871,Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4 - [IGHM_HUMAN],48.0598661899567,33.11,2,12,12,18,453,49.4085823846601,6.77099609375
40,Q4VB86,EPB41 protein OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=2 - [Q4VB86_HUMAN],47.4173316955566,13.99,26,6,6,13,622,69.8470034546601,6.78564453125
41,P00738,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1 - [HPT_HUMAN],44.7740296125412,36.7,12,6,12,16,406,45.17656637466,6.58056640625
42,A0A087WWU8,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1 - [A0A087WWU8_HUMAN],44.3994607925415,25.55,6,5,8,14,227,26.40440233466,4.77978515625
43,P0DP25,Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1 - [CALM3_HUMAN],44.3165607452393,36.91,9,4,5,12,149,16.82683520466,4.22119140625
44,P01009,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3 - [A1AT_HUMAN],44.2546231746674,36.84,2,1,13,17,418,46.70702160466,5.59228515625
45,P04196,Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1 - [HRG_HUMAN],43.6366620063782,24.95,1,11,11,16,525,59.5408700146601,7.50341796875
46,P19105,Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2 - [ML12A_HUMAN],40.95689702034,50.88,4,3,6,10,171,19.78149140466,4.80517578125
47,P14618,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4 - [KPYM_HUMAN],39.7596578598022,26.74,11,9,9,12,531,57.9000263146601,7.84033203125
48,P06727,Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=3 - [APOA4_HUMAN],39.2165390253067,39.39,1,13,13,14,396,45.37146874466,5.37646484375
49,Q562R1,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2 - [ACTBL_HUMAN],37.5882147550583,16.49,1,1,5,12,376,41.97596926466,5.59228515625
50,H3BM21,Integrin beta (Fragment) OS=Homo sapiens OX=9606 PE=3 SV=1 - [H3BM21_HUMAN],37.4843174219131,14.99,3,9,9,11,787,86.92226536466,5.09716796875
51,F5H265,Polyubiquitin-C (Fragment) OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=1 - [F5H265_HUMAN],36.9044029712677,85.91,24,6,6,11,149,16.83107960466,6.58056640625
52,P01876,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2 - [IGHA1_HUMAN],36.1178064346313,31.73,2,3,7,10,353,37.63064002466,6.50732421875
53,P30041,Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3 - [PRDX6_HUMAN],35.5425133705139,52.68,1,9,9,11,224,25.01919155466,6.37939453125
54,P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4 - [MYL9_HUMAN],35.0914311408997,50.58,2,3,6,9,172,19.81444885466,4.91943359375
55,P05164,Myeloperoxidase OS=Homo sapiens OX=9606 GN=MPO PE=1 SV=1 - [PERM_HUMAN],34.4129385948181,18.66,2,12,12,12,745,83.8148427546601,8.96826171875
56,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3 - [G3P_HUMAN],34.214507818222,35.82,2,7,7,10,335,36.03039959466,8.45556640625
57,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4 - [ITIH4_HUMAN],33.0004632472992,14.84,3,9,9,10,930,103.29298970466,6.97607421875
58,H0YK48,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=1 - [H0YK48_HUMAN],32.8396456241608,28.63,11,4,8,11,248,28.56254869466,4.76708984375
59,P01011,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2 - [AACT_HUMAN],32.7547500133514,22.22,4,8,8,10,423,47.62053863466,5.51611328125
60,A0A2R8Y5V9,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1 - [A0A2R8Y5V9_HUMAN],32.5139193534851,33.06,14,3,10,11,248,28.59151731466,4.70361328125
61,P10909,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1 - [CLUS_HUMAN],31.3172438144684,23.61,10,9,9,10,449,52.46100815466,6.26513671875
62,P01860,Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2 - [IGHG3_HUMAN],31.0979909896851,18.04,2,1,7,14,377,41.26036278466,7.89892578125
63,P19827,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3 - [ITIH1_HUMAN],30.6059873104095,15.7,4,10,10,10,911,101.32561954466,6.78564453125
64,A0A0G2JMB2,Immunoglobulin heavy constant alpha 2 (Fragment) OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=1 - [A0A0G2JMB2_HUMAN],30.3629634380341,20.59,3,1,5,8,340,36.48505101466,6.10009765625
65,P04921,Glycophorin-C OS=Homo sapiens OX=9606 GN=GYPC PE=1 SV=1 - [GLPC_HUMAN],30.3411381244659,21.09,1,2,2,7,128,13.80168427466,4.84326171875
66,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2 - [BIP_HUMAN],29.6697745323181,18.5,3,7,9,9,654,72.2884398746601,5.16064453125
67,P01859,Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2 - [IGHG2_HUMAN],29.343606710434,22.39,2,1,6,13,326,35.87775764466,7.59130859375
68,Q99497,Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2 - [PARK7_HUMAN],29.0944814682007,40.21,3,7,7,9,189,19.87848931466,6.78564453125
69,P01019,Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1 - [ANGT_HUMAN],28.8612787723541,20.41,1,7,7,8,485,53.1205172246601,6.31591796875
70,P07951,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1 - [TPM2_HUMAN],28.6992349624634,22.54,12,2,8,9,284,32.83056862466,4.70361328125
71,P01861,Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1 - [IGHG4_HUMAN],28.6948634386063,30.58,2,4,8,11,327,35.91786734466,7.35693359375
72,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1 - [1433Z_HUMAN],28.2893226146698,45.31,14,6,9,9,245,27.72772965466,4.79248046875
73,B0YJC4,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1 - [B0YJC4_HUMAN],28.2007627487183,19.95,6,8,8,9,431,49.62311368466,5.24951171875
74,P11215,Integrin alpha-M OS=Homo sapiens OX=9606 GN=ITGAM PE=1 SV=2 - [ITAM_HUMAN],27.7446351051331,11.63,1,9,9,10,1152,127.09852663466,7.22509765625
75,E9PKE3,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1 - [E9PKE3_HUMAN],27.7277817726135,20.89,14,5,8,8,627,68.76318831466,5.51611328125
76,P04004,Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1 - [VTNC_HUMAN],27.5844011306763,17.99,2,7,7,9,478,54.2711700446601,5.79541015625
77,P02790,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2 - [HEMO_HUMAN],27.4579758644104,22.73,2,7,7,9,462,51.64327527466,7.02001953125
78,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4 - [TERA_HUMAN],27.3050971031189,13.4,1,7,7,8,806,89.2657238746601,5.26220703125
79,P60174,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3 - [TPIS_HUMAN],27.1452603340149,42.66,4,8,8,9,286,30.77169764466,5.92236328125
80,P06702,Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1 - [S10A9_HUMAN],27.0813872814178,49.12,1,4,4,9,114,13.23350884466,6.12548828125
81,P49773,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2 - [HINT1_HUMAN],26.7847754955292,59.52,5,4,4,7,126,13.79309454466,6.94677734375
82,P02765,Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2 - [FETUA_HUMAN],26.1937413215637,13.9,2,4,4,6,367,39.31568933466,5.71923828125
83,E7EPV7,Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1 - [E7EPV7_HUMAN],25.3698008060455,52.17,4,4,5,7,115,11.76925006466,9.23193359375
84,P08603,Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4 - [CFAH_HUMAN],25.1434564590454,10.07,6,9,10,10,1231,139.00470380466,6.60986328125
85,A0A087WV45,Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1 - [A0A087WV45_HUMAN],24.8032650947571,41.73,3,3,3,5,139,15.11058884466,5.75732421875
86,P04217,Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4 - [A1BG_HUMAN],24.5234024524689,18.79,2,6,6,8,495,54.2195419846601,5.85888671875
87,A0A0A0MS51,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1 - [A0A0A0MS51_HUMAN],24.2873702049255,14.17,5,7,7,8,748,82.4743286946601,5.63037109375
88,P10599,Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3 - [THIO_HUMAN],24.0189942121506,26.67,1,2,2,9,105,11.72974219466,4.91943359375
89,P00918,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2 - [CAH2_HUMAN],23.8761131763458,29.23,3,5,5,8,260,29.22792344466,7.40087890625
90,P00751,Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2 - [CFAB_HUMAN],23.802237033844,17.8,7,11,11,11,764,85.4785280746601,7.06396484375
91,P07738,Bisphosphoglycerate mutase OS=Homo sapiens OX=9606 GN=BPGM PE=1 SV=2 - [PMGE_HUMAN],23.7902219295502,23.94,1,5,5,7,259,29.98651171466,6.53662109375
92,P0DOY2,Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1 - [IGLC2_HUMAN],23.7193920612335,67.92,4,1,5,11,106,11.28654974466,7.23974609375
93,F8W1R7,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1 - [F8W1R7_HUMAN],23.296972990036,42.07,14,6,6,8,145,16.27979590466,4.65283203125
94,P15531,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1 - [NDKA_HUMAN],23.1959434747696,65.13,9,8,8,8,152,17.13767207466,6.18896484375
95,P27105,Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3 - [STOM_HUMAN],22.4903347492218,27.43,3,6,6,7,288,31.71074224466,7.88427734375
96,P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2 - [PPIA_HUMAN],21.9136073589325,26.06,4,4,4,8,165,18.00088618466,7.81103515625
97,Q13228,Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2 - [SBP1_HUMAN],20.9562895298004,14.41,6,6,6,7,472,52.35762741466,6.36669921875
98,P04083,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2 - [ANXA1_HUMAN],20.7579650878906,20.52,3,5,5,6,346,38.68998096466,7.02001953125
99,Q8IXQ3,Uncharacterized protein C9orf40 OS=Homo sapiens OX=9606 GN=C9orf40 PE=1 SV=1 - [CI040_HUMAN],20.684427022934,28.87,1,2,2,4,194,21.05037247466,5.00830078125
100,P00167,Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2 - [CYB5_HUMAN],20.4082560539246,42.54,2,4,4,8,134,15.32050733466,4.95751953125
101,P54725,UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1 - [RD23A_HUMAN],20.2172291278839,29.2,3,5,5,8,363,39.58465012466,4.57666015625
102,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],19.9291037321091,20.96,12,5,6,7,334,36.61514474466,6.04931640625
103,Q9NZD4,Alpha-hemoglobin-stabilizing protein OS=Homo sapiens OX=9606 GN=AHSP PE=1 SV=1 - [AHSP_HUMAN],19.8300100564957,32.35,2,3,3,9,102,11.83298091466,4.99560546875
104,P02656,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1 - [APOC3_HUMAN],19.8245100975037,34.34,2,3,3,7,99,10.84549951466,5.41455078125
105,G5E9F8,Vitamin K-dependent protein S OS=Homo sapiens OX=9606 GN=PROS1 PE=1 SV=2 - [G5E9F8_HUMAN],19.8132026195526,9.23,5,5,5,6,661,73.42614898466,5.51611328125
106,P00739,Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2 - [HPTR_HUMAN],19.6241308450699,20.4,3,1,7,8,348,39.00468126466,7.09326171875
107,P19652,Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2 - [A1AG2_HUMAN],19.2906374931335,26.37,1,3,5,6,201,23.58763263466,5.10986328125
108,K7EM73,Calpain small subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1 - [K7EM73_HUMAN],19.2529165744781,38.04,9,4,4,5,163,15.94775433466,4.90673828125
109,P0CG04,Immunoglobulin lambda constant 1 OS=Homo sapiens OX=9606 GN=IGLC1 PE=1 SV=1 - [IGLC1_HUMAN],18.9510178565979,67.92,3,1,5,9,106,11.34060793466,7.86962890625
110,P14780,Matrix metalloproteinase-9 OS=Homo sapiens OX=9606 GN=MMP9 PE=1 SV=3 - [MMP9_HUMAN],18.9102582931519,11.03,1,6,6,6,707,78.4083600946602,6.06201171875
111,O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1 - [DNPH1_HUMAN],18.7052667140961,38.51,2,3,3,4,174,19.09658794466,5.04638671875
112,P02774,Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2 - [VTDB_HUMAN],18.3234033584595,12.45,4,5,5,5,474,52.88294252466,5.45263671875
113,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2 - [ALDOA_HUMAN],18.0828812122345,17.31,9,6,6,6,364,39.39530770466,8.08935546875
114,P62258,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1 - [1433E_HUMAN],18.0368123054504,32.16,7,5,7,7,255,29.15541736466,4.74169921875
115,P00747,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2 - [PLMN_HUMAN],17.3541600704193,9.88,3,5,5,6,810,90.5101610046602,7.23974609375
116,P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3 - [1433B_HUMAN],17.1973072290421,23.17,9,2,5,6,246,28.06483186466,4.83056640625
117,Q86UX7,Fermitin family homolog 3 OS=Homo sapiens OX=9606 GN=FERMT3 PE=1 SV=1 - [URP2_HUMAN],17.1399047374725,9.75,2,5,5,5,667,75.90501279466,6.97607421875
118,H7BZ94,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=2 - [H7BZ94_HUMAN],17.0815881490707,15.3,8,5,5,7,464,52.46927845466,4.86865234375
119,P02775,Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3 - [CXCL7_HUMAN],16.7931709289551,22.66,1,3,3,5,128,13.88541756466,8.79248046875
120,P06733,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 - [ENOA_HUMAN],16.6026985645294,19.59,8,5,6,6,434,47.13932161466,7.38623046875
121,P26447,Protein S100-A4 OS=Homo sapiens OX=9606 GN=S100A4 PE=1 SV=1 - [S10A4_HUMAN],16.35025370121,27.72,1,3,3,7,101,11.72073264466,6.11279296875
122,V9GYG9,Apolipoprotein A-II (Fragment) OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1 - [V9GYG9_HUMAN],16.0922436714172,43.16,6,4,4,6,95,10.64264312466,6.62451171875
123,P28289,Tropomodulin-1 OS=Homo sapiens OX=9606 GN=TMOD1 PE=1 SV=1 - [TMOD1_HUMAN],15.8599729537964,13.37,1,3,3,4,359,40.54388691466,5.09716796875
124,H0Y7L5,Apolipoprotein E (Fragment) OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=2 - [H0Y7L5_HUMAN],15.712112903595,19.33,4,4,4,5,269,30.61881757466,7.94287109375
125,P05155,Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2 - [IC1_HUMAN],15.6436760425568,7.6,3,3,3,4,500,55.11939638466,6.55126953125
126,Q06323,Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1 - [PSME1_HUMAN],15.5107724666595,26.1,3,6,6,6,249,28.70501612466,6.02392578125
127,C9J0K6,Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1 - [C9J0K6_HUMAN],14.7725999355316,34.84,3,5,5,6,155,17.59350866466,5.60498046875
128,Q5T123,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1 - [Q5T123_HUMAN],14.5264358520508,32.95,2,3,3,4,88,9.37476046466,9.36376953125
129,Q7Z406,Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2 - [MYH14_HUMAN],14.5123637914658,1.7,5,1,3,5,1995,227.73178123466,5.60498046875
130,G3V1A4,"Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1 - [G3V1A4_HUMAN]",14.5041472911835,38.93,8,5,5,5,149,16.80081896466,8.35302734375
131,E5RJR5,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=1 - [E5RJR5_HUMAN],14.3729064464569,25.77,8,3,3,4,163,18.70830493466,4.70361328125
132,E7EQ12,Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=1 - [E7EQ12_HUMAN],14.3292741775513,15.13,16,4,4,5,423,46.10573879466,4.75439453125
133,P01042,Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2 - [KNG1_HUMAN],14.2947162389755,10.56,1,5,5,5,644,71.91215384466,6.81494140625
