,Accession,Description,Score,Coverage,# Proteins,# Unique Peptides,# Peptides,# PSMs,# AAs,MW [kDa],calc. pI
26,P04040,Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3 - [CATA_HUMAN],74.3847458362579,39.28,1,17,17,26,527,59.7187578746601,7.38623046875
27,P60709,"Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1 - [ACTB_HUMAN]",74.2560170888901,36.27,24,5,12,23,375,41.70973209466,5.47802734375
28,A0A0G2JPR0,Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=1 - [A0A0G2JPR0_HUMAN],71.1845645904541,17.78,11,19,19,21,1744,192.75449427466,7.03466796875
29,P02787,Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3 - [TRFE_HUMAN],67.744847536087,34.96,7,21,21,26,698,77.0136334646601,7.12255859375
30,E7EQB2,Lactotransferrin (Fragment) OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=1 - [E7EQB2_HUMAN],67.0913943052292,35.34,4,19,19,23,696,76.5768903246601,8.01611328125
31,E5RG43,Carbonic anhydrase 1 (Fragment) OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=1 - [E5RG43_HUMAN],63.6399282217026,87.25,5,1,10,21,149,16.43891448466,6.25244140625
32,P00450,Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1 - [CERU_HUMAN],62.2156813144684,24.69,5,18,18,21,1065,122.12759346466,5.71923828125
33,P00734,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2 - [THRB_HUMAN],62.0553438663483,32.64,3,15,15,18,622,69.9921271946601,5.89697265625
34,P68032,"Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1 - [ACTC_HUMAN]",61.6506899595261,35.54,13,3,10,21,377,41.99188264466,5.38916015625
35,P02675,Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2 - [FIBB_HUMAN],57.0401433706284,33.2,2,14,14,20,491,55.8922632646601,8.26513671875
36,P08514,Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3 - [ITA2B_HUMAN],57.0392427444458,21.46,3,16,16,16,1039,113.30551996466,5.37646484375
37,P01834,Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2 - [IGKC_HUMAN],56.5865731239319,79.44,1,6,6,18,107,11.75776875466,6.52197265625
38,P01871,Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4 - [IGHM_HUMAN],56.5009967088699,33.77,2,13,13,23,453,49.4085823846601,6.77099609375
39,A0A087WWU8,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1 - [A0A087WWU8_HUMAN],47.6326100826263,33.92,7,5,10,15,227,26.40440233466,4.77978515625
40,P04196,Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1 - [HRG_HUMAN],45.4371670484543,25.52,1,12,12,16,525,59.5408700146601,7.50341796875
41,P01009,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3 - [A1AT_HUMAN],42.0772929191589,35.89,6,1,13,16,418,46.70702160466,5.59228515625
42,P01859,Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2 - [IGHG2_HUMAN],41.349365234375,28.83,2,3,8,18,326,35.87775764466,7.59130859375
43,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4 - [ITIH4_HUMAN],40.4431955814362,19.78,3,12,12,14,930,103.29298970466,6.97607421875
44,A0A024R6I7,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=1 - [A0A024R6I7_HUMAN],39.2145767211914,35.89,7,1,13,17,418,46.67899030466,5.59228515625
45,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1 - [1433Z_HUMAN],36.3422174453735,54.69,13,8,11,12,245,27.72772965466,4.79248046875
46,P01860,Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2 - [IGHG3_HUMAN],36.0158476829529,18.04,2,1,7,16,377,41.26036278466,7.89892578125
47,P06727,Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=3 - [APOA4_HUMAN],35.8717317581177,34.34,1,12,12,13,396,45.37146874466,5.37646484375
48,C9JEU5,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=1 - [C9JEU5_HUMAN],35.613271355629,28.54,3,6,9,11,445,50.2904329246601,6.08740234375
49,A0A2R8YGX3,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1 - [A0A2R8YGX3_HUMAN],34.8100316524506,35.52,14,5,9,11,183,20.97271365466,4.83056640625
50,F5H265,Polyubiquitin-C (Fragment) OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=1 - [F5H265_HUMAN],34.5442950725555,85.91,24,7,7,11,149,16.83107960466,6.58056640625
51,F5H7S3,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2 - [F5H7S3_HUMAN],31.6528754234314,30.2,11,2,9,13,245,28.50759906466,4.77978515625
52,P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4 - [MYL9_HUMAN],31.03573179245,38.95,2,2,5,8,172,19.81444885466,4.91943359375
53,Q4VB86,EPB41 protein OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=2 - [Q4VB86_HUMAN],30.8554124832153,13.67,22,7,7,10,622,69.8470034546601,6.78564453125
54,P01019,Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1 - [ANGT_HUMAN],30.8380596637726,19.79,1,7,7,9,485,53.1205172246601,6.31591796875
55,Q562R1,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2 - [ACTBL_HUMAN],30.4642856121063,16.49,1,1,5,11,376,41.97596926466,5.59228515625
56,H0YKX5,Tropomyosin alpha-1 chain (Fragment) OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=1 - [H0YKX5_HUMAN],30.2622549533844,44.37,9,1,8,11,142,16.35533400466,4.74169921875
57,P02766,Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1 - [TTHY_HUMAN],30.0039703845978,63.27,3,5,5,7,147,15.87704777466,5.75732421875
58,E9PKE3,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1 - [E9PKE3_HUMAN],29.948249578476,20.41,19,7,9,9,627,68.76318831466,5.51611328125
59,P01876,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2 - [IGHA1_HUMAN],29.6362566947937,30.59,2,2,7,9,353,37.63064002466,6.50732421875
60,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2 - [BIP_HUMAN],29.4637169837952,17.28,1,7,9,9,654,72.2884398746601,5.16064453125
61,P00747,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2 - [PLMN_HUMAN],29.264214515686,15.68,4,9,9,10,810,90.5101610046602,7.23974609375
62,P0DP25,Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1 - [CALM3_HUMAN],28.9774451255798,34.23,10,4,4,8,149,16.82683520466,4.22119140625
63,P00738,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1 - [HPT_HUMAN],28.8828063011169,30.3,12,5,11,13,406,45.17656637466,6.58056640625
64,P04004,Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1 - [VTNC_HUMAN],28.5303610563278,17.99,2,7,7,10,478,54.2711700446601,5.79541015625
65,P19105,Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2 - [ML12A_HUMAN],28.0069479942322,32.75,4,1,4,7,171,19.78149140466,4.80517578125
66,P30041,Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3 - [PRDX6_HUMAN],27.8426122665405,39.73,1,7,7,9,224,25.01919155466,6.37939453125
67,A0A0G2JMB2,Immunoglobulin heavy constant alpha 2 (Fragment) OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=1 - [A0A0G2JMB2_HUMAN],27.3321846723557,30.0,3,1,6,7,340,36.48505101466,6.10009765625
68,P27105,Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3 - [STOM_HUMAN],26.4188134670258,38.54,3,8,8,8,288,31.71074224466,7.88427734375
69,P07738,Bisphosphoglycerate mutase OS=Homo sapiens OX=9606 GN=BPGM PE=1 SV=2 - [PMGE_HUMAN],26.2890604734421,32.05,2,6,6,7,259,29.98651171466,6.53662109375
70,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3 - [G3P_HUMAN],26.0530352592468,31.64,2,6,6,8,335,36.03039959466,8.45556640625
71,P08603,Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4 - [CFAH_HUMAN],25.8534907102585,10.72,6,11,12,12,1231,139.00470380466,6.60986328125
72,H3BM21,Integrin beta (Fragment) OS=Homo sapiens OX=9606 PE=3 SV=1 - [H3BM21_HUMAN],25.7236399650574,11.82,3,7,7,8,787,86.92226536466,5.09716796875
73,P01861,Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1 - [IGHG4_HUMAN],24.9852709770203,21.41,2,1,5,12,327,35.91786734466,7.35693359375
74,F8W1R7,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1 - [F8W1R7_HUMAN],24.8129556179047,57.93,15,8,8,10,145,16.27979590466,4.65283203125
75,P02656,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1 - [APOC3_HUMAN],24.4093573093414,37.37,2,4,4,9,99,10.84549951466,5.41455078125
76,E7EPV7,Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1 - [E7EPV7_HUMAN],24.180722951889,52.17,5,5,5,7,115,11.76925006466,9.23193359375
77,A0A0A0MS51,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1 - [A0A0A0MS51_HUMAN],24.0893535614014,11.76,5,6,6,8,748,82.4743286946601,5.63037109375
78,P0DOY2,Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1 - [IGLC2_HUMAN],23.9905321598053,65.09,7,4,4,10,106,11.28654974466,7.23974609375
79,B0YJC4,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1 - [B0YJC4_HUMAN],23.2313268184662,19.49,11,8,8,8,431,49.62311368466,5.24951171875
80,P05164,Myeloperoxidase OS=Homo sapiens OX=9606 GN=MPO PE=1 SV=1 - [PERM_HUMAN],22.888995885849,13.42,2,9,9,10,745,83.8148427546601,8.96826171875
81,P00918,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2 - [CAH2_HUMAN],22.7182521820068,26.92,3,5,5,7,260,29.22792344466,7.40087890625
82,P01011,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2 - [AACT_HUMAN],22.3260426521301,17.97,4,7,7,8,423,47.62053863466,5.51611328125
83,Q99497,Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2 - [PARK7_HUMAN],21.9830105304718,40.74,3,6,6,7,189,19.87848931466,6.78564453125
84,P02649,Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1 - [APOE_HUMAN],21.601113319397,28.39,4,7,7,8,317,36.13175688466,5.73193359375
85,P14618,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4 - [KPYM_HUMAN],21.5560656785965,21.09,11,7,7,7,531,57.9000263146601,7.84033203125
86,P02763,Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1 - [A1AG1_HUMAN],21.4738117456436,28.86,1,3,5,9,201,23.49676024466,5.02099609375
87,P10909,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1 - [CLUS_HUMAN],21.161985874176,18.04,10,7,7,8,449,52.46100815466,6.26513671875
88,P19827,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3 - [ITIH1_HUMAN],20.2609140872955,10.1,3,7,7,7,911,101.32561954466,6.78564453125
89,P04921,Glycophorin-C OS=Homo sapiens OX=9606 GN=GYPC PE=1 SV=1 - [GLPC_HUMAN],19.6425108909607,21.09,1,2,2,5,128,13.80168427466,4.84326171875
90,E7EQ12,Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=1 - [E7EQ12_HUMAN],19.5735020637512,18.44,17,5,5,6,423,46.10573879466,4.75439453125
91,P20742,Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4 - [PZP_HUMAN],19.5641889572144,6.21,2,4,8,8,1482,163.75958980466,6.37939453125
92,P02790,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2 - [HEMO_HUMAN],19.4872033596039,19.05,2,6,6,6,462,51.64327527466,7.02001953125
93,P49773,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2 - [HINT1_HUMAN],19.0284594297409,43.65,5,3,3,5,126,13.79309454466,6.94677734375
94,P19652,Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2 - [A1AG2_HUMAN],18.9732650518417,21.89,1,2,4,6,201,23.58763263466,5.10986328125
95,Q86UX7,Fermitin family homolog 3 OS=Homo sapiens OX=9606 GN=FERMT3 PE=1 SV=1 - [URP2_HUMAN],18.9080436229706,13.04,2,7,7,7,667,75.90501279466,6.97607421875
96,Q5T3N1,Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=1 - [Q5T3N1_HUMAN],18.8504279851913,40.2,3,6,6,6,204,22.74079476466,5.52880859375
97,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],18.4286947250366,20.96,12,5,6,7,334,36.61514474466,6.04931640625
98,P04632,Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1 - [CPNS1_HUMAN],18.4248509407043,24.25,11,4,4,6,268,28.29773391466,5.19873046875
99,P06702,Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1 - [S10A9_HUMAN],18.1573994159698,67.54,1,5,5,10,114,13.23350884466,6.12548828125
100,P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2 - [PPIA_HUMAN],17.6699485778809,26.06,4,4,4,6,165,18.00088618466,7.81103515625
101,P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3 - [1433B_HUMAN],17.442236661911,23.17,8,2,5,6,246,28.06483186466,4.83056640625
102,G3V1A4,"Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1 - [G3V1A4_HUMAN]",17.318635225296,46.98,8,6,6,6,149,16.80081896466,8.35302734375
103,P27169,Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3 - [PON1_HUMAN],17.2532325983047,18.59,4,5,5,6,355,39.70622976466,5.22412109375
104,P15531,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1 - [NDKA_HUMAN],16.5799117088318,46.05,9,6,6,8,152,17.13767207466,6.18896484375
105,G5E9F8,Vitamin K-dependent protein S OS=Homo sapiens OX=9606 GN=PROS1 PE=1 SV=2 - [G5E9F8_HUMAN],16.5474512577057,7.72,5,4,4,5,661,73.42614898466,5.51611328125
106,A0A0A0MSI0,Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1 - [A0A0A0MSI0_HUMAN],16.3840572834015,23.39,3,3,4,7,171,18.96367310466,6.91748046875
107,P54725,UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1 - [RD23A_HUMAN],16.3000495433807,35.54,3,6,6,9,363,39.58465012466,4.57666015625
108,Q08495,Dematin OS=Homo sapiens OX=9606 GN=DMTN PE=1 SV=3 - [DEMA_HUMAN],16.1735701560974,21.98,7,7,7,7,405,45.48622651466,8.88037109375
109,P11215,Integrin alpha-M OS=Homo sapiens OX=9606 GN=ITGAM PE=1 SV=2 - [ITAM_HUMAN],16.0868685245514,6.68,1,6,6,6,1152,127.09852663466,7.22509765625
110,Q9NZD4,Alpha-hemoglobin-stabilizing protein OS=Homo sapiens OX=9606 GN=AHSP PE=1 SV=1 - [AHSP_HUMAN],16.0690779685974,32.35,2,3,3,8,102,11.83298091466,4.99560546875
111,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4 - [TERA_HUMAN],15.9366068840027,5.71,1,4,4,5,806,89.2657238746601,5.26220703125
112,P04217,Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4 - [A1BG_HUMAN],15.7865606546402,13.94,2,5,5,5,495,54.2195419846601,5.85888671875
113,H9KV48,Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=1 - [H9KV48_HUMAN],15.6034222841263,9.94,3,4,4,5,463,50.95712369466,6.36669921875
114,P04003,C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2 - [C4BPA_HUMAN],15.5806314945221,12.4,3,6,6,7,597,66.98939987466,7.29833984375
115,P00739,Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2 - [HPTR_HUMAN],15.3745808601379,20.4,3,1,7,8,348,39.00468126466,7.09326171875
116,A0A087WU29,Glycophorin OS=Homo sapiens OX=9606 GN=GYPA PE=1 SV=1 - [A0A087WU29_HUMAN],15.2821583747864,29.05,8,2,3,5,148,16.17521485466,4.98291015625
117,P02774,Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2 - [VTDB_HUMAN],15.0647920370102,13.92,4,5,5,5,474,52.88294252466,5.45263671875
118,P10599,Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3 - [THIO_HUMAN],14.8505709171295,26.67,1,2,2,5,105,11.72974219466,4.91943359375
119,P02765,Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2 - [FETUA_HUMAN],14.7439894676208,16.62,2,4,4,4,367,39.31568933466,5.71923828125
120,E5RJR5,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=1 - [E5RJR5_HUMAN],14.5837097167969,26.38,8,3,3,4,163,18.70830493466,4.70361328125
121,P02775,Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3 - [CXCL7_HUMAN],14.339635848999,37.5,1,5,5,6,128,13.88541756466,8.79248046875
122,P00167,Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2 - [CYB5_HUMAN],14.216023683548,42.54,2,4,4,7,134,15.32050733466,4.95751953125
123,P01619,Immunoglobulin kappa variable 3-20 OS=Homo sapiens OX=9606 GN=IGKV3-20 PE=1 SV=2 - [KV320_HUMAN],14.0981228351593,21.55,2,2,2,4,116,12.54926737466,4.95751953125
124,M0R389,Platelet-activating factor acetylhydrolase IB subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=8 - [M0R389_HUMAN],13.8156230449677,40.24,6,4,4,4,164,18.34453879466,7.02001953125
125,F8VVB9,Tubulin alpha-1B chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=8 - [F8VVB9_HUMAN],13.762598991394,15.45,17,3,3,5,246,27.44768395466,5.19873046875
126,P60174,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3 - [TPIS_HUMAN],13.3953127861023,20.98,4,4,4,4,286,30.77169764466,5.92236328125
127,P62258,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1 - [1433E_HUMAN],13.3808621168137,27.45,6,4,6,6,255,29.15541736466,4.74169921875
128,P30043,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3 - [BLVRB_HUMAN],13.355176448822,28.16,5,4,4,6,206,22.10542746466,7.64990234375
129,F2Z2K0,NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=1 - [F2Z2K0_HUMAN],13.2427725791931,19.34,5,4,4,4,274,30.20192577466,5.09716796875
130,P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5 - [HS90A_HUMAN],13.1599017381668,8.2,7,3,5,5,732,84.60668521466,5.02099609375
131,Q13228,Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2 - [SBP1_HUMAN],13.1491115093231,12.29,6,5,5,5,472,52.35762741466,6.36669921875
132,P14780,Matrix metalloproteinase-9 OS=Homo sapiens OX=9606 GN=MMP9 PE=1 SV=3 - [MMP9_HUMAN],12.8816874027252,11.32,1,7,7,7,707,78.4083600946602,6.06201171875
133,P00568,Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3 - [KAD1_HUMAN],12.6038224697113,22.68,3,3,3,4,194,21.62130827466,8.63134765625
