,Accession,Description,Score,Coverage,# Proteins,# Unique Peptides,# Peptides,# PSMs,# AAs,MW [kDa],calc. pI
11,P01023,Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3 - [A2MG_HUMAN],133.041610240936,30.94,3,29,31,39,1474,163.18789839466,6.45556640625
12,Q60FE5,Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1 - [Q60FE5_HUMAN],126.895995855331,21.76,8,36,36,38,2620,278.052770494661,6.06201171875
13,P04114,Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2 - [APOB_HUMAN],126.495188355446,12.6,2,45,45,48,4563,515.282932694663,7.04931640625
14,P02671,Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2 - [FIBA_HUMAN],122.3220038414,23.44,2,15,15,36,866,94.9144191846604,6.01123046875
15,P02730,Band 3 anion transport protein OS=Homo sapiens OX=9606 GN=SLC4A1 PE=1 SV=3 - [B3AT_HUMAN],122.027891278267,21.3,2,13,13,34,911,101.72741707466,5.18603515625
16,P35579,Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4 - [MYH9_HUMAN],119.933795332909,22.04,3,33,34,40,1960,226.39160226466,5.60498046875
17,P02647,Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1 - [APOA1_HUMAN],119.90597140789,52.81,2,15,15,39,267,30.75893391466,5.75732421875
18,P00915,Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2 - [CAH1_HUMAN],109.291600584984,69.73,13,14,14,34,261,28.85238934466,7.12255859375
19,Q9Y490,Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3 - [TLN1_HUMAN],102.31327009201,14.92,4,24,24,28,2541,269.59906266466,6.07470703125
20,P11277,"Spectrin beta chain, erythrocytic OS=Homo sapiens OX=9606 GN=SPTB PE=1 SV=5 - [SPTB1_HUMAN]",101.871057510376,17.27,6,25,25,28,2137,246.31574488466,5.27490234375
21,P04040,Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3 - [CATA_HUMAN],94.7646799087524,38.14,1,14,14,30,527,59.7187578746601,7.38623046875
22,P32119,Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5 - [PRDX2_HUMAN],83.2518830299377,65.15,2,11,12,24,198,21.87823885466,5.97314453125
23,P60709,"Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1 - [ACTB_HUMAN]",77.2564061880112,41.33,23,4,12,22,375,41.70973209466,5.47802734375
24,P16157,Ankyrin-1 OS=Homo sapiens OX=9606 GN=ANK1 PE=1 SV=3 - [ANK1_HUMAN],75.2821387052536,15.84,6,21,21,23,1881,206.13693402466,6.01123046875
25,P01857,Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1 - [IGHG1_HUMAN],72.7348140478134,46.36,3,5,10,23,330,36.08316847466,8.19189453125
26,P00441,Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2 - [SODC_HUMAN],72.6763458251953,62.34,2,6,6,14,154,15.92590463466,6.12548828125
27,P12814,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2 - [ACTN1_HUMAN],70.4878923892975,24.78,24,18,18,21,892,102.99263728466,5.41455078125
28,P0C0L5,Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2 - [CO4B_HUMAN],67.2564132213593,13.13,11,16,16,18,1744,192.63055081466,7.26904296875
29,P18206,Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4 - [VINC_HUMAN],62.6570570468903,21.43,1,19,19,20,1134,123.72181897466,5.65576171875
30,P02787,Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3 - [TRFE_HUMAN],61.0985236167908,32.23,7,19,19,22,698,77.0136334646601,7.12255859375
31,P02675,Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2 - [FIBB_HUMAN],59.6139768362045,36.86,2,14,14,20,491,55.8922632646601,8.26513671875
32,P00450,Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1 - [CERU_HUMAN],57.0154691934586,22.72,5,18,18,20,1065,122.12759346466,5.71923828125
33,P01834,Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2 - [IGKC_HUMAN],52.7461395263672,83.18,1,6,6,16,107,11.75776875466,6.52197265625
34,E7EQB2,Lactotransferrin (Fragment) OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=1 - [E7EQB2_HUMAN],52.1508324146271,29.31,4,16,16,19,696,76.5768903246601,8.01611328125
35,P00734,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2 - [THRB_HUMAN],49.9794110059738,28.46,3,12,12,14,622,69.9921271946601,5.89697265625
36,P04196,Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1 - [HRG_HUMAN],49.8801367282867,27.62,1,12,12,18,525,59.5408700146601,7.50341796875
37,P68032,"Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1 - [ACTC_HUMAN]",46.3950124979019,26.53,13,2,8,16,377,41.99188264466,5.38916015625
38,A0A087WWU8,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1 - [A0A087WWU8_HUMAN],46.1925067901611,30.84,6,6,9,14,227,26.40440233466,4.77978515625
39,P01009,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3 - [A1AT_HUMAN],46.0658822059631,35.17,2,1,14,17,418,46.70702160466,5.59228515625
40,A0A024R6I7,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=1 - [A0A024R6I7_HUMAN],44.9622919559479,35.17,3,1,14,18,418,46.67899030466,5.59228515625
41,P08514,Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3 - [ITA2B_HUMAN],43.4533371925354,15.98,3,13,13,13,1039,113.30551996466,5.37646484375
42,P01871,Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4 - [IGHM_HUMAN],43.0673730373383,29.58,2,10,10,18,453,49.4085823846601,6.77099609375
43,P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4 - [MYL9_HUMAN],41.2484900951385,50.58,2,3,6,10,172,19.81444885466,4.91943359375
44,P30041,Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3 - [PRDX6_HUMAN],39.242169380188,48.66,1,9,9,11,224,25.01919155466,6.37939453125
45,F5H265,Polyubiquitin-C (Fragment) OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=1 - [F5H265_HUMAN],37.6724960803986,61.74,24,5,5,11,149,16.83107960466,6.58056640625
46,E7EUT5,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=1 - [E7EUT5_HUMAN],37.313583612442,38.08,2,6,6,10,260,27.85306216466,6.94677734375
47,P06727,Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=3 - [APOA4_HUMAN],36.8536341190338,36.11,1,12,12,13,396,45.37146874466,5.37646484375
48,P19105,Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2 - [ML12A_HUMAN],36.5562260150909,50.88,4,3,6,9,171,19.78149140466,4.80517578125
49,C9JEU5,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=1 - [C9JEU5_HUMAN],35.7946529388428,26.74,3,4,10,13,445,50.2904329246601,6.08740234375
50,A0A087WU29,Glycophorin OS=Homo sapiens OX=9606 GN=GYPA PE=1 SV=1 - [A0A087WU29_HUMAN],35.7709922790527,29.05,8,2,3,8,148,16.17521485466,4.98291015625
51,A0A2R8YEA7,"Actin, cytoplasmic 1 (Fragment) OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1 - [A0A2R8YEA7_HUMAN]",34.6545590162277,58.6,1,1,6,11,157,17.45958479466,4.72900390625
52,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4 - [ITIH4_HUMAN],33.6261057853699,16.34,3,10,10,10,930,103.29298970466,6.97607421875
53,P07738,Bisphosphoglycerate mutase OS=Homo sapiens OX=9606 GN=BPGM PE=1 SV=2 - [PMGE_HUMAN],32.6035265922546,35.91,2,7,7,10,259,29.98651171466,6.53662109375
54,P01859,Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2 - [IGHG2_HUMAN],31.4852775335312,24.54,2,2,6,13,326,35.87775764466,7.59130859375
55,H3BM21,Integrin beta (Fragment) OS=Homo sapiens OX=9606 PE=3 SV=1 - [H3BM21_HUMAN],31.4791787862778,14.99,3,9,9,10,787,86.92226536466,5.09716796875
56,P0DP25,Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1 - [CALM3_HUMAN],31.0667643547058,36.91,10,4,4,8,149,16.82683520466,4.22119140625
57,Q99497,Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2 - [PARK7_HUMAN],30.1397453546524,40.21,3,7,7,9,189,19.87848931466,6.78564453125
58,P02790,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2 - [HEMO_HUMAN],29.276643872261,26.41,2,7,7,7,462,51.64327527466,7.02001953125
59,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4 - [TERA_HUMAN],29.0895607471466,16.75,1,9,9,9,806,89.2657238746601,5.26220703125
60,P00918,Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2 - [CAH2_HUMAN],28.8578457832336,35.38,3,6,6,10,260,29.22792344466,7.40087890625
61,E7EPV7,Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1 - [E7EPV7_HUMAN],28.3916885852814,52.17,5,5,5,7,115,11.76925006466,9.23193359375
62,Q4VB86,EPB41 protein OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=2 - [Q4VB86_HUMAN],27.512876033783,15.27,22,7,7,10,622,69.8470034546601,6.78564453125
63,P01876,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2 - [IGHA1_HUMAN],27.4984713792801,20.4,2,2,5,7,353,37.63064002466,6.50732421875
64,P01861,Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1 - [IGHG4_HUMAN],26.8652104139328,25.99,2,3,6,10,327,35.91786734466,7.35693359375
65,A0A2R8YGX3,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1 - [A0A2R8YGX3_HUMAN],26.7249159812927,25.14,13,2,7,8,183,20.97271365466,4.83056640625
66,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2 - [BIP_HUMAN],25.8884553909302,20.18,1,8,9,9,654,72.2884398746601,5.16064453125
67,P35527,"Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3 - [K1C9_HUMAN]",25.8131529092789,20.87,11,8,9,9,623,62.02681761466,5.23681640625
68,P05164,Myeloperoxidase OS=Homo sapiens OX=9606 GN=MPO PE=1 SV=1 - [PERM_HUMAN],25.6392285823822,14.9,2,9,9,9,745,83.8148427546601,8.96826171875
69,P00738,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1 - [HPT_HUMAN],25.5501781702042,20.94,12,3,8,10,406,45.17656637466,6.58056640625
70,A0A0G2JMB2,Immunoglobulin heavy constant alpha 2 (Fragment) OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=1 - [A0A0G2JMB2_HUMAN],25.200092792511,17.65,3,1,4,6,340,36.48505101466,6.10009765625
71,A0A0A0MS51,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1 - [A0A0A0MS51_HUMAN],25.1935923099518,14.17,5,6,6,7,748,82.4743286946601,5.63037109375
72,P01019,Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1 - [ANGT_HUMAN],25.1817841529846,14.02,1,5,5,7,485,53.1205172246601,6.31591796875
73,P02766,Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1 - [TTHY_HUMAN],25.0752813816071,54.42,3,4,4,6,147,15.87704777466,5.75732421875
74,P01860,Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2 - [IGHG3_HUMAN],25.0313357114792,14.32,2,1,5,11,377,41.26036278466,7.89892578125
75,P02765,Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2 - [FETUA_HUMAN],24.9688203334808,13.9,2,4,4,6,367,39.31568933466,5.71923828125
76,P54725,UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1 - [RD23A_HUMAN],24.8425993919373,21.21,3,4,4,7,363,39.58465012466,4.57666015625
77,P0DOY2,Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1 - [IGLC2_HUMAN],24.766165971756,65.09,7,4,4,8,106,11.28654974466,7.23974609375
78,P08603,Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4 - [CFAH_HUMAN],24.0514935255051,9.18,8,9,9,9,1231,139.00470380466,6.60986328125
79,B0YJC4,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1 - [B0YJC4_HUMAN],23.8828070163727,15.31,4,6,6,7,431,49.62311368466,5.24951171875
80,P27105,Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3 - [STOM_HUMAN],23.6226241588593,28.82,3,6,6,7,288,31.71074224466,7.88427734375
81,P04004,Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1 - [VTNC_HUMAN],23.5309736728668,17.78,2,6,6,8,478,54.2711700446601,5.79541015625
82,P10909,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1 - [CLUS_HUMAN],23.2263493537903,21.83,10,8,8,9,449,52.46100815466,6.26513671875
83,A7XZE4,Beta tropomyosin isoform OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1 - [A7XZE4_HUMAN],22.5000953674316,15.49,15,1,6,7,284,33.00558504466,4.69091796875
84,Q32Q12,Nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME1-NME2 PE=1 SV=1 - [Q32Q12_HUMAN],22.4248514175415,50.0,9,8,8,9,292,32.62086845466,8.48486328125
85,P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2 - [PPIA_HUMAN],22.3671752214432,32.73,4,5,5,8,165,18.00088618466,7.81103515625
86,G3V1A4,"Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1 - [G3V1A4_HUMAN]",22.1163363456726,46.98,8,6,6,7,149,16.80081896466,8.35302734375
87,P04921,Glycophorin-C OS=Homo sapiens OX=9606 GN=GYPC PE=1 SV=1 - [GLPC_HUMAN],21.9277079105377,21.09,1,2,2,5,128,13.80168427466,4.84326171875
88,E9PKE3,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1 - [E9PKE3_HUMAN],21.8026502132416,14.83,13,5,7,7,627,68.76318831466,5.51611328125
89,P02763,Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1 - [A1AG1_HUMAN],21.7962169647217,28.86,1,3,5,7,201,23.49676024466,5.02099609375
90,F5H7S3,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2 - [F5H7S3_HUMAN],21.3488211631775,17.55,11,3,6,7,245,28.50759906466,4.77978515625
91,E7EQ12,Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=1 - [E7EQ12_HUMAN],21.2000858783722,12.77,16,4,4,6,423,46.10573879466,4.75439453125
92,P19827,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3 - [ITIH1_HUMAN],21.1357135772705,12.29,3,7,7,7,911,101.32561954466,6.78564453125
93,P60174,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3 - [TPIS_HUMAN],20.9453341960907,28.67,4,6,6,7,286,30.77169764466,5.92236328125
94,F8W1R7,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1 - [F8W1R7_HUMAN],20.9012498855591,48.28,14,6,6,7,145,16.27979590466,4.65283203125
95,P04083,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2 - [ANXA1_HUMAN],20.7308743000031,25.43,3,6,6,6,346,38.68998096466,7.02001953125
96,C9JPQ9,Fibrinogen gamma chain (Fragment) OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=1 - [C9JPQ9_HUMAN],20.6048393249512,57.14,2,1,7,9,119,13.53781644466,7.19580078125
97,P06702,Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1 - [S10A9_HUMAN],19.9503674507141,49.12,1,4,4,9,114,13.23350884466,6.12548828125
98,P19652,Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2 - [A1AG2_HUMAN],19.686398267746,16.92,1,1,3,5,201,23.58763263466,5.10986328125
99,P05155,Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2 - [IC1_HUMAN],19.5413157939911,12.0,3,5,5,6,500,55.11939638466,6.55126953125
100,K7EIV0,Calpain small subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=2 - [K7EIV0_HUMAN],18.9119174480438,33.16,10,5,5,7,196,22.08065951466,4.81787109375
101,P20742,Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4 - [PZP_HUMAN],18.799364566803,6.55,1,5,7,7,1482,163.75958980466,6.37939453125
102,P04264,"Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6 - [K2C1_HUMAN]",18.6087239980698,16.93,9,6,8,8,644,65.9990039546601,8.11865234375
103,P49773,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2 - [HINT1_HUMAN],18.094685792923,59.52,5,4,4,6,126,13.79309454466,6.94677734375
104,P02649,Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1 - [APOE_HUMAN],18.0034377574921,28.08,4,7,7,7,317,36.13175688466,5.73193359375
105,Q15102,Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=1 - [PA1B3_HUMAN],17.7861647605896,35.93,6,5,5,5,231,25.71823356466,6.84423828125
106,P02775,Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3 - [CXCL7_HUMAN],17.7299926280975,22.66,1,3,3,5,128,13.88541756466,8.79248046875
107,P00747,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2 - [PLMN_HUMAN],17.4065511226654,9.75,1,5,5,6,810,90.5101610046602,7.23974609375
108,P52907,F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3 - [CAZA1_HUMAN],17.2475020885468,29.02,5,5,5,5,286,32.90232930466,5.69384765625
109,Q13228,Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2 - [SBP1_HUMAN],17.2382328510284,15.68,6,6,6,6,472,52.35762741466,6.36669921875
110,P02656,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1 - [APOC3_HUMAN],16.3751714229584,34.34,2,3,3,6,99,10.84549951466,5.41455078125
111,Q8IXQ3,Uncharacterized protein C9orf40 OS=Homo sapiens OX=9606 GN=C9orf40 PE=1 SV=1 - [CI040_HUMAN],15.94770860672,28.87,1,2,2,3,194,21.05037247466,5.00830078125
112,I3L397,Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8 - [I3L397_HUMAN],15.8745884895325,35.62,8,3,3,4,146,16.00891112466,4.99560546875
113,J3KNF4,Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1 - [J3KNF4_HUMAN],15.5643885135651,19.22,4,3,3,4,255,27.06950229466,5.89697265625
114,P13645,"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6 - [K1C10_HUMAN]",15.3976372480392,13.53,12,3,5,5,584,58.79169631466,5.21142578125
115,P11215,Integrin alpha-M OS=Homo sapiens OX=9606 GN=ITGAM PE=1 SV=2 - [ITAM_HUMAN],15.1210163831711,5.9,1,5,5,5,1152,127.09852663466,7.22509765625
116,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1 - [1433Z_HUMAN],15.0252075195313,22.86,14,3,5,5,245,27.72772965466,4.79248046875
117,P00751,Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2 - [CFAB_HUMAN],14.9999158382416,11.26,6,7,7,7,764,85.4785280746601,7.06396484375
118,P00167,Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2 - [CYB5_HUMAN],14.9321799278259,32.84,2,3,3,6,134,15.32050733466,4.95751953125
119,P62258,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1 - [1433E_HUMAN],14.803642988205,27.06,10,4,6,6,255,29.15541736466,4.74169921875
120,Q86UX7,Fermitin family homolog 3 OS=Homo sapiens OX=9606 GN=FERMT3 PE=1 SV=1 - [URP2_HUMAN],14.7789731025696,8.7,3,4,4,4,667,75.90501279466,6.97607421875
121,Q9NZD4,Alpha-hemoglobin-stabilizing protein OS=Homo sapiens OX=9606 GN=AHSP PE=1 SV=1 - [AHSP_HUMAN],14.7761067152023,32.35,2,3,3,7,102,11.83298091466,4.99560546875
122,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],14.7051997184753,17.37,5,5,5,5,334,36.61514474466,6.04931640625
123,V9GYG9,Apolipoprotein A-II (Fragment) OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1 - [V9GYG9_HUMAN],14.4141228199005,31.58,6,3,3,5,95,10.64264312466,6.62451171875
124,G5E9F8,Vitamin K-dependent protein S OS=Homo sapiens OX=9606 GN=PROS1 PE=1 SV=2 - [G5E9F8_HUMAN],14.3871433734894,8.17,6,4,4,4,661,73.42614898466,5.51611328125
125,P00739,Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2 - [HPTR_HUMAN],14.3189073801041,17.82,3,1,6,6,348,39.00468126466,7.09326171875
126,P01042,Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2 - [KNG1_HUMAN],14.1774210929871,10.56,1,5,5,5,644,71.91215384466,6.81494140625
127,P02774,Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2 - [VTDB_HUMAN],14.0346732139587,12.24,4,4,4,4,474,52.88294252466,5.45263671875
128,P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5 - [HS90A_HUMAN],13.6787242889404,8.47,5,4,5,5,732,84.60668521466,5.02099609375
129,H3BTN5,Pyruvate kinase (Fragment) OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1 - [H3BTN5_HUMAN],13.5747835636139,15.05,11,5,5,5,485,53.01122221466,6.84423828125
130,H3BQN4,Fructose-bisphosphate aldolase OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=1 - [H3BQN4_HUMAN],13.4567317962646,14.13,9,4,4,4,361,39.31539202466,8.39697265625
131,P04217,Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4 - [A1BG_HUMAN],13.2951505184174,12.53,2,4,4,4,495,54.2195419846601,5.85888671875
132,R4GN98,Protein S100 (Fragment) OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1 - [R4GN98_HUMAN],12.8900806903839,31.76,2,3,3,7,85,9.67506278466,5.45263671875
133,A0A0A0MSI0,Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1 - [A0A0A0MSI0_HUMAN],12.8778953552246,22.22,3,3,4,5,171,18.96367310466,6.91748046875
